district_id,district_name,school_id,school_name,address,city,state,zip,county,full_address,lon,lat
1966,North Bend SD 13,4690,Evergreen Virtual Academy,400 Virginia Ave Ste 114,North Bend,OR,97459,Coos,"400 Virginia Ave Ste 114 North Bend, OR 97459",-124.2214836,43.40674790000001
2254,Newberg SD 29J,1218,Ewing Young Elem,17600 NE North Valley Rd,Newberg,OR,97132,Yamhill,"17600 NE North Valley Rd Newberg, OR 97132",-123.057782,45.3296108
2142,Salem-Keizer SD 24J,751,Eyre Elem,4868 Buffalo Dr SE,Salem,OR,97301,Marion,"4868 Buffalo Dr SE Salem, OR 97301",-122.9617545,44.9179515
2088,Bethel SD 52,584,Fairfield Elem,3455 Royal Ave,Eugene,OR,97402,Lane,"3455 Royal Ave Eugene, OR 97402",-123.1506275,44.07068109999999
2182,Reynolds SD 7,945,Fairview Elem,225 Main St,Fairview,OR,97024,Multnomah,"225 Main St Fairview, OR 97024",-122.4362264,45.5399022
2057,Klamath County SD,4848,Falcon Heights,8205 Hwy 39,Klamath Falls,OR,97603,Klamath,"8205 Hwy 39 Klamath Falls, OR 97603",-121.6957472,42.1516084
2193,Falls City SD 57,1005,Falls City Elem,177 Prospect Ave,Falls City,OR,97344,Polk,"177 Prospect Ave Falls City, OR 97344",-123.4322791,44.867726
2193,Falls City SD 57,1006,Falls City High,111 N Main St,Falls City,OR,97344,Polk,"111 N Main St Falls City, OR 97344",-123.4293104,44.8653243
2082,Eugene SD 4J,1339,Family School,1155 Crest Dr,Eugene,OR,97405,Lane,"1155 Crest Dr Eugene, OR 97405",-123.1117689,44.0163138
2239,Hillsboro SD 1J,1189,Farmington View Elem,8300 SW Hillsboro Hwy,Hillsboro,OR,97123,Washington,"8300 SW Hillsboro Hwy Hillsboro, OR 97123",-122.9909756,45.459712
2180,Portland SD 1J,847,Faubion Elem,2930 NE Dekum St,Portland,OR,97211,Multnomah,"2930 NE Dekum St Portland, OR 97211",-122.6343091,45.570994
2257,Sheridan SD 48J,1235,Faulconer-Chapman School,332 SW Cornwall St,Sheridan,OR,97378,Yamhill,"332 SW Cornwall St Sheridan, OR 97378",-123.4015835,45.0921622
2057,Klamath County SD,470,Ferguson Elem,2901 Homedale Rd,Klamath Falls,OR,97603,Klamath,"2901 Homedale Rd Klamath Falls, OR 97603",-121.7198558,42.2002964
2241,Forest Grove SD 15,3986,Fern Hill Elem,4445 Heather St,Forest Grove,OR,97116,Washington,"4445 Heather St Forest Grove, OR 97116",-123.071721,45.5163094
2084,Fern Ridge SD 28J,564,Fern Ridge Middle,88831 Territorial Rd,Elmira,OR,97437,Lane,"88831 Territorial Rd Elmira, OR 97437",-123.3527142,44.0687676
2205,Milton-Freewater Unified SD 7,5296,Ferndale Elementary School,53445 W Ferndale Rd,Milton-Freewater,OR,97862,Umatilla,"53445 W Ferndale Rd Milton-Freewater, OR 97862",-118.4024949,45.9812451
2022,South Harney SD 33,357,Fields Elem,23657 Fields-Denio Rd,Fields,OR,97710,Harney,"23657 Fields-Denio Rd Fields, OR 97710",-118.6705939,42.2630062
2243,Beaverton SD 48J,1370,Findley Elem,4155 NW Saltzman Rd,Portland,OR,97229,Washington,"4155 NW Saltzman Rd Portland, OR 97229",-122.8123911,45.5501182
1991,Douglas County SD 4,270,Fir Grove Elem,1360 W Harvard Ave,Roseburg,OR,97470,Douglas,"1360 W Harvard Ave Roseburg, OR 97470",-123.3622373,43.2154226
2243,Beaverton SD 48J,1163,Fir Grove Elem,6300 SW Wilson Ave,Beaverton,OR,97008,Washington,"6300 SW Wilson Ave Beaverton, OR 97008",-122.8181095,45.4733218
1926,Oregon Trail SD 46,101,Firwood Elem,42900 SE Trubel Rd,Sandy,OR,97055,Clackamas,"42900 SE Trubel Rd Sandy, OR 97055",-122.2217424,45.3741588
2243,Beaverton SD 48J,1181,Five Oaks Middle,1600 NW 173rd Ave,Beaverton,OR,97006,Washington,"1600 NW 173rd Ave Beaverton, OR 97006",-122.8531823,45.5304795
2055,Three Rivers/Josephine County SD,444,Fleming Middle,6001 Monument Dr,Grants Pass,OR,97526,Josephine,"6001 Monument Dr Grants Pass, OR 97526",-123.3739841,42.5069238
2243,Beaverton SD 48J,5506,FLEX Online School,10740 NE Walker Rd Ste B,Hillsboro,OR,97006,Washington,"10740 NE Walker Rd Ste B Hillsboro, OR 97006",-122.8688244,45.5271753
2187,David Douglas SD 40,981,Floyd Light Middle,10800 SE Washington St,Portland,OR,97216,Multnomah,"10800 SE Washington St Portland, OR 97216",-122.55191,45.5172305
2241,Forest Grove SD 15,4595,Forest Grove Community School,1914 Pacific Avenue,Forest Grove,OR,97116,Washington,"1914 Pacific Avenue Forest Grove, OR 97116",-123.1132708,45.5193841
2241,Forest Grove SD 15,1134,Forest Grove High,1401 Nichols Ln,Forest Grove,OR,97116,Washington,"1401 Nichols Ln Forest Grove, OR 97116",-123.1222421,45.5340469
1923,Lake Oswego SD 7J,53,Forest Hills Elem,1133 SW Andrews Rd,Lake Oswego,OR,97034,Clackamas,"1133 SW Andrews Rd Lake Oswego, OR 97034",-122.6763264,45.4260183
2180,Portland SD 1J,2413,Forest Park Elem,9935 NW Durrett St,Portland,OR,97229,Multnomah,"9935 NW Durrett St Portland, OR 97229",-122.7776603,45.5425414
2142,Salem-Keizer SD 24J,3529,Forest Ridge Elem,7905 June Reid Pl NE,Keizer,OR,97303,Marion,"7905 June Reid Pl NE Keizer, OR 97303",-123.0197493,45.033353
2248,Fossil SD 21J,1205,Fossil Charter School,600 B St,Fossil,OR,97830,Wheeler,"600 B St Fossil, OR 97830",-120.2134003,45.001494
2102,Sweet Home SD 55,662,Foster Elem,5526 Poplar,Foster,OR,97345,Linn,"5526 Poplar Foster, OR 97345",-122.6700057,44.4097562
2142,Salem-Keizer SD 24J,738,Four Corners Elem,500 Elma Ave SE,Salem,OR,97317,Marion,"500 Elma Ave SE Salem, OR 97317",-122.9760452,44.9226695
2336,Oregon Department of Education,4040,Four Rivers Community School,2449 SW 4th Ave,Ontario,OR,97914,Malheur,"2449 SW 4th Ave Ontario, OR 97914",-116.9987583,44.0258039
2336,Oregon Department of Education,4040,Four Rivers Community School,2449 SW 4th Ave,Ontario,OR,97914,Malheur,"2449 SW 4th Ave Ontario, OR 97914",-116.9987583,44.0258039
2180,Portland SD 1J,911,Franklin High,5405 SE Woodward St,Portland,OR,97206,Multnomah,"5405 SE Woodward St Portland, OR 97206",-122.6068516,45.502314
1901,Corvallis SD 509J,1322,Franklin School,750 NW 18th St,Corvallis,OR,97330,Benton,"750 NW 18th St Corvallis, OR 97330",-123.2731892,44.5747162
2239,Hillsboro SD 1J,4641,Free Orchards Elem,2499 S Beech,Cornelius,OR,97113,Washington,"2499 S Beech Cornelius, OR 97113",-123.0415047,45.5175621
2059,Lake County SD 7,490,Fremont/Hay Elem,500 S  I  St,Lakeview,OR,97630,Lake,"500 S  I  St Lakeview, OR 97630",-120.3507847,42.1836338
2146,Woodburn SD 103,1268,French Prairie Middle,1025 N Boones Ferry Rd,Woodburn,OR,97071,Marion,"1025 N Boones Ferry Rd Woodburn, OR 97071",-122.8597229,45.1501077
2020,Frenchglen SD 16,351,Frenchglen Elem,39235 Hwy 205,Frenchglen,OR,97736,Harney,"39235 Hwy 205 Frenchglen, OR 97736",-118.9144632,42.82790929999999
2137,Gervais SD 1,5392,Frontier Charter Academy,380 Douglas Ave # 9,Gervais,OR,97026,Marion,"380 Douglas Ave # 9 Gervais, OR 97026",-122.8989661,45.1074344
2137,Gervais SD 1,5392,Frontier Charter Academy,380 Douglas Ave # 9,Gervais,OR,97026,Marion,"380 Douglas Ave # 9 Gervais, OR 97026",-122.8989661,45.1074344
2055,Three Rivers/Josephine County SD,445,Fruitdale Elem,1560 Bill Baker Way,Grants Pass,OR,97527,Josephine,"1560 Bill Baker Way Grants Pass, OR 97527",-123.3116037,42.420431
2055,Three Rivers/Josephine County SD,446,Ft Vannoy Elem,5250 Upper River Rd,Grants Pass,OR,97526,Josephine,"5250 Upper River Rd Grants Pass, OR 97526",-123.4150765,42.4473036
1991,Douglas County SD 4,271,Fullerton IV Elem,2560 W Bradford Ave,Roseburg,OR,97470,Douglas,"2560 W Bradford Ave Roseburg, OR 97470",-123.3812242,43.2176134
1928,Oregon City SD 62,109,Gaffney Lane Elem,13521 S Gaffney Ln,Oregon City,OR,97045,Clackamas,"13521 S Gaffney Ln Oregon City, OR 97045",-122.5905931,45.3252533
1928,Oregon City SD 62,115,Gardiner Middle,205 Williams St,Oregon City,OR,97045,Clackamas,"205 Williams St Oregon City, OR 97045",-122.6006201,45.3384104
1901,Corvallis SD 509J,30,Garfield Elem,1205 NW Garfield Ave,Corvallis,OR,97330,Benton,"1205 NW Garfield Ave Corvallis, OR 97330",-123.2646053,44.58366849999999
2198,Neah-Kah-Nie SD 56,1020,Garibaldi Elem,604 Cypress St,Garibaldi,OR,97118,Tillamook,"604 Cypress St Garibaldi, OR 97118",-123.9140627,45.56182270000001
2245,Gaston SD 511J,1194,Gaston Elem,300 Park St,Gaston,OR,97119,Washington,"300 Park St Gaston, OR 97119",-123.1438207,45.4357058
2245,Gaston SD 511J,1195,Gaston Jr/Sr High,300 Park St,Gaston,OR,97119,Washington,"300 Park St Gaston, OR 97119",-123.1438207,45.4357058
2083,Springfield SD 19,1354,Gateways High,425 10th St,Springfield,OR,97477,Lane,"425 10th St Springfield, OR 97477",-123.0170914,44.0459585
2057,Klamath County SD,471,Gearhart Elem,61100 Metler St,Bly,OR,97622,Klamath,"61100 Metler St Bly, OR 97622",-121.0452601,42.3939488
2180,Portland SD 1J,849,George Middle,10000 N Burr,Portland,OR,97203,Multnomah,"10000 N Burr Portland, OR 97203",-122.7364726,45.5960566
2137,Gervais SD 1,776,Gervais Elem,150 Douglas Ave,Gervais,OR,97026,Marion,"150 Douglas Ave Gervais, OR 97026",-122.8972399,45.10608819999999
2137,Gervais SD 1,808,Gervais High,300 E Douglas St,Gervais,OR,97026,Marion,"300 E Douglas St Gervais, OR 97026",-122.8975952,45.1081752
2137,Gervais SD 1,786,Gervais Middle,300 Douglas Ave,Gervais,OR,97026,Marion,"300 Douglas Ave Gervais, OR 97026",-122.8948083,45.1030484
2205,Milton-Freewater Unified SD 7,5434,Gib Olinger Elementary,1011 S Mill St,Milton-Freewater,OR,97862,Umatilla,"1011 S Mill St Milton-Freewater, OR 97862",-118.3823643,45.926654
2187,David Douglas SD 40,973,Gilbert Heights Elem,12839 SE Holgate Blvd,Portland,OR,97236,Multnomah,"12839 SE Holgate Blvd Portland, OR 97236",-122.531579,45.49062139999999
2187,David Douglas SD 40,974,Gilbert Park Elem,13132 SE Ramona St,Portland,OR,97236,Multnomah,"13132 SE Ramona St Portland, OR 97236",-122.528551,45.4794513
2057,Klamath County SD,472,Gilchrist Elem,201 Mountain View Dr,Gilchrist,OR,97737,Klamath,"201 Mountain View Dr Gilchrist, OR 97737",-121.6842619,43.4781334
2057,Klamath County SD,484,Gilchrist Jr/Sr High,201 Mountain View Dr,Gilchrist,OR,97737,Klamath,"201 Mountain View Dr Gilchrist, OR 97737",-121.6842619,43.4781334
2082,Eugene SD 4J,513,Gilham Elem,3307 Honeywood St,Eugene,OR,97408,Lane,"3307 Honeywood St Eugene, OR 97408",-123.0763763,44.0996472
2054,Grants Pass SD 7,5680,Gladiola High School,1137 SE Gladiola Dr,Grants Pass,OR,97526,Josephine,"1137 SE Gladiola Dr Grants Pass, OR 97526",-123.295001,42.4275326
1931,Gladstone SD 115,4719,Gladstone Center for Children and Families,18905 Portland Ave,Gladstone,OR,97027,Clackamas,"18905 Portland Ave Gladstone, OR 97027",-122.5984006,45.38494379999999
1931,Gladstone SD 115,138,Gladstone High,18800 Portland Ave,Gladstone,OR,97027,Clackamas,"18800 Portland Ave Gladstone, OR 97027",-122.5973188,45.38711900000001
2180,Portland SD 1J,850,Glencoe Elem,825 SE 51st Ave,Portland,OR,97215,Multnomah,"825 SE 51st Ave Portland, OR 97215",-122.6118471,45.517248
2239,Hillsboro SD 1J,1200,Glencoe High,2700 NW Glencoe Rd,Hillsboro,OR,97124,Washington,"2700 NW Glencoe Rd Hillsboro, OR 97124",-122.9936888,45.5420037
2000,Glendale SD 77,307,Glendale Community Charter School Pre-K-12,10598 Azalea Glen Rd,Glendale,OR,97442,Douglas,"10598 Azalea Glen Rd Glendale, OR 97442",-123.4143496,42.7438747
2182,Reynolds SD 7,946,Glenfair Elem,15300 NE Glisan St,Portland,OR,97230,Multnomah,"15300 NE Glisan St Portland, OR 97230",-122.5057466,45.5254919
1992,Glide SD 12,282,Glide Elem,1477 Glide Loop Dr,Glide,OR,97443,Douglas,"1477 Glide Loop Dr Glide, OR 97443",-123.0865471,43.3073549
1992,Glide SD 12,285,Glide High,18990 N Umpqua Hwy,Glide,OR,97443,Douglas,"18990 N Umpqua Hwy Glide, OR 97443",-123.0969961,43.2997674
1992,Glide SD 12,285,Glide High,18990 N Umpqua Hwy,Glide,OR,97443,Douglas,"18990 N Umpqua Hwy Glide, OR 97443",-123.0969961,43.2997674
1992,Glide SD 12,284,Glide Middle,18990 N Umpqua Hwy,Glide,OR,97443,Douglas,"18990 N Umpqua Hwy Glide, OR 97443",-123.0969961,43.2997674
1972,Central Curry SD 1,239,Gold Beach Jr/Sr High,29516 Ellensburg Ave,Gold Beach,OR,97444,Curry,"29516 Ellensburg Ave Gold Beach, OR 97444",-124.4216602,42.408556
2183,Gresham-Barlow SD 10J,934,Gordon Russell Middle,3625 SE Powell Valley Rd,Gresham,OR,97080,Multnomah,"3625 SE Powell Valley Rd Gresham, OR 97080",-122.3960433,45.4934175
2256,McMinnville SD 40,2784,Grandhaven Elem,3200 NE McDonald Ln,McMinnville,OR,97128,Yamhill,"3200 NE McDonald Ln McMinnville, OR 97128",-123.1860435,45.2324017
2142,Salem-Keizer SD 24J,740,Grant Community School,725 Market St NE,Salem,OR,97301,Marion,"725 Market St NE Salem, OR 97301",-123.0270591,44.9505689
2180,Portland SD 1J,912,Grant High,2245 NE 36th Ave,Portland,OR,97212,Multnomah,"2245 NE 36th Ave Portland, OR 97212",-122.6267415,45.5390395
2008,John Day SD 3,331,Grant Union Jr/Sr High,911 S Canyon Blvd,John Day,OR,97845,Grant,"911 S Canyon Blvd John Day, OR 97845",-118.948402,44.4042044
1944,Scappoose SD 1J,158,Grant Watts Elem,52000 SE Third Pl,Scappoose,OR,97056,Columbia,"52000 SE Third Pl Scappoose, OR 97056",-122.8729329,45.75004
2054,Grants Pass SD 7,442,Grants Pass High,830 NE 9th St,Grants Pass,OR,97526,Josephine,"830 NE 9th St Grants Pass, OR 97526",-123.3189283,42.4446721
2180,Portland SD 1J,852,Gray Middle,5505 SW 23rd Ave,Portland,OR,97239,Multnomah,"5505 SW 23rd Ave Portland, OR 97239",-122.701385,45.4824889
2101,Lebanon Community SD 9,653,Green Acres School,700 10th St,Lebanon,OR,97355,Linn,"700 10th St Lebanon, OR 97355",-122.9215122,44.5383864
1991,Douglas County SD 4,272,Green Elem,4498 SW Carnes Rd,Roseburg,OR,97470,Douglas,"4498 SW Carnes Rd Roseburg, OR 97470",-123.3821693,43.1492339
2243,Beaverton SD 48J,1157,Greenway Elem,9150 SW Downing Dr,Beaverton,OR,97008,Washington,"9150 SW Downing Dr Beaverton, OR 97008",-122.8009351,45.4533498
2212,La Grande SD 1,1068,Greenwood Elem,2300 N Spruce St,La Grande,OR,97850,Union,"2300 N Spruce St La Grande, OR 97850",-118.087106,45.3335447
2212,La Grande SD 1,1068,Greenwood Elem,2300 N Spruce St,La Grande,OR,97850,Union,"2300 N Spruce St La Grande, OR 97850",-118.087106,45.3335447
2183,Gresham-Barlow SD 10J,4601,Gresham Arthur Academy,1890 NE Cleveland Ave,Gresham,OR,97030,Multnomah,"1890 NE Cleveland Ave Gresham, OR 97030",-122.4197992,45.5106957
2183,Gresham-Barlow SD 10J,986,Gresham High,1200 N Main Ave,Gresham,OR,97030,Multnomah,"1200 N Main Ave Gresham, OR 97030",-122.4304975,45.5048146
2048,Medford SD 549C,408,Griffin Creek Elem,2430 Griffin Creek Rd,Medford,OR,97501,Jackson,"2430 Griffin Creek Rd Medford, OR 97501",-122.907698,42.2942271
1970,Crook County SD,5882,Grizzly Mountain HomeLink,641 E 1st St,Prineville,OR,97754,Crook,"641 E 1st St Prineville, OR 97754",-120.8404323,44.3015034
2239,Hillsboro SD 1J,1152,Groner Elementary School,23405 SW Scholls Ferry Rd,Hillsboro,OR,97123,Washington,"23405 SW Scholls Ferry Rd Hillsboro, OR 97123",-122.9207476,45.4185104
2180,Portland SD 1J,854,Grout Elem,3119 SE Holgate Blvd,Portland,OR,97202,Multnomah,"3119 SE Holgate Blvd Portland, OR 97202",-122.6332002,45.4910818
2142,Salem-Keizer SD 24J,745,Gubser Elem,6610 14th Ave NE,Keizer,OR,97303,Marion,"6610 14th Ave NE Keizer, OR 97303",-123.0117476,45.0152521
2083,Springfield SD 19,548,Guy Lee Elem,755 Harlow Rd,Springfield,OR,97477,Lane,"755 Harlow Rd Springfield, OR 97477",-123.0384336,44.0701559
1894,Baker SD 5J,4,Haines Elem,400 School St,Baker City,OR,97814,Baker,"400 School St Baker City, OR 97814",-117.9339893,44.9137765
1894,Baker SD 5J,4,Haines Elem,400 School St,Baker City,OR,97814,Baker,"400 School St Baker City, OR 97814",-117.9339893,44.9137765
2183,Gresham-Barlow SD 10J,936,Hall Elem,2505 NE 23rd St,Gresham,OR,97030,Multnomah,"2505 NE 23rd St Gresham, OR 97030",-122.4064523,45.5145663
1923,Lake Oswego SD 7J,54,Hallinan Elem,16800 Hawthorne Dr,Lake Oswego,OR,97034,Clackamas,"16800 Hawthorne Dr Lake Oswego, OR 97034",-122.6644275,45.4043903
2142,Salem-Keizer SD 24J,3377,Hallman Elem,4000 Deerhaven Dr NE,Salem,OR,97303,Marion,"4000 Deerhaven Dr NE Salem, OR 97303",-122.995714,44.9779467
2101,Lebanon Community SD 9,658,Hamilton Creek School,32135 Berlin Rd,Lebanon,OR,97355,Linn,"32135 Berlin Rd Lebanon, OR 97355",-122.8361389,44.5136987
2083,Springfield SD 19,549,Hamlin Middle,326 Centennial Blvd,Springfield,OR,97477,Lane,"326 Centennial Blvd Springfield, OR 97477",-123.0213256,44.0578541
2142,Salem-Keizer SD 24J,3376,Hammond Elem,4900 Bayne St NE,Salem,OR,97305,Marion,"4900 Bayne St NE Salem, OR 97305",-122.9561217,44.9948807
2042,Central Point SD 6,387,Hanby Middle,806 6th Ave,Gold Hill,OR,97525,Jackson,"806 6th Ave Gold Hill, OR 97525",-123.0551232,42.4344922
1924,North Clackamas SD 12,4763,Happy Valley Elem,13865 SE King Rd,Happy Valley,OR,97086,Clackamas,"13865 SE King Rd Happy Valley, OR 97086",-122.519815,45.4480515
1924,North Clackamas SD 12,4715,Happy Valley Middle,13865 SE King Rd,Happy Valley,OR,97086,Clackamas,"13865 SE King Rd Happy Valley, OR 97086",-122.519815,45.4480515
1969,Bandon SD 54,216,Harbor Lights Middle,390 9th St SW,Bandon,OR,97411,Coos,"390 9th St SW Bandon, OR 97411",-124.4189828,43.11577339999999
1923,Lake Oswego SD 7J,5455,Harmony Academy,2507 Christie Drive,Lake Oswego,OR,97034,Clackamas,"2507 Christie Drive Lake Oswego, OR 97034",-122.6519055,45.4023827
1923,Lake Oswego SD 7J,5455,Harmony Academy,2507 Christie Drive,Lake Oswego,OR,97034,Clackamas,"2507 Christie Drive Lake Oswego, OR 97034",-122.6519055,45.4023827
5881,ODE Recovery School District,5455,Harmony Academy,2507 Christie Drive,Lake Oswego,OR,97034,Clackamas,"2507 Christie Drive Lake Oswego, OR 97034",-122.6519055,45.4023827
5881,ODE Recovery School District,5455,Harmony Academy,2507 Christie Drive,Lake Oswego,OR,97034,Clackamas,"2507 Christie Drive Lake Oswego, OR 97034",-122.6519055,45.4023827
2114,Harper SD 66,3362,Harper Charter School,2987 Harper/Westfall Rd,Harper,OR,97906,Malheur,"2987 Harper/Westfall Rd Harper, OR 97906",-117.6081496,43.8656925
2180,Portland SD 1J,894,Harriet Tubman Middle,2231 N Flint,Portland,OR,97227,Multnomah,"2231 N Flint Portland, OR 97227",-122.6695743,45.5394497
2099,Harrisburg SD 7J,659,Harrisburg Elem,642 Smith St,Harrisburg,OR,97446,Linn,"642 Smith St Harrisburg, OR 97446",-123.1653315,44.2720105
2099,Harrisburg SD 7J,689,Harrisburg High,400 S 9th St,Harrisburg,OR,97446,Linn,"400 S 9th St Harrisburg, OR 97446",-123.1617331,44.269577
2099,Harrisburg SD 7J,2723,Harrisburg Middle,201 S 6th St,Harrisburg,OR,97446,Linn,"201 S 6th St Harrisburg, OR 97446",-123.1657382,44.2714617
2087,South Lane SD 45J3,576,Harrison Elem,1000 Taylor Ave,Cottage Grove,OR,97424,Lane,"1000 Taylor Ave Cottage Grove, OR 97424",-123.0570018,43.7858728
2180,Portland SD 1J,842,Harrison Park School,2225 SE 87th Ave,Portland,OR,97216,Multnomah,"2225 SE 87th Ave Portland, OR 97216",-122.5748224,45.5069439
2142,Salem-Keizer SD 24J,4068,Harritt Elem,2112 Linwood St NW,Salem,OR,97304,Polk,"2112 Linwood St NW Salem, OR 97304",-123.0626556,44.9641644
2182,Reynolds SD 7,947,Hartley Elem,701 NE 185th Ave,Portland,OR,97230,Multnomah,"701 NE 185th Ave Portland, OR 97230",-122.4731668,45.52816290000001
2241,Forest Grove SD 15,1132,Harvey Clark Elem,2516 N  B  St,Forest Grove,OR,97116,Washington,"2516 N  B  St Forest Grove, OR 97116",-123.1121017,45.5196767
2182,Reynolds SD 7,954,Hauton B Lee Middle,1121 NE 172nd Ave,Portland,OR,97230,Multnomah,"1121 NE 172nd Ave Portland, OR 97230",-122.4878496,45.5315234
2244,Sherwood SD 88J,1191,Hawks View Elementary,21970 SW Sherwood Blvd,Sherwood,OR,97140,Washington,"21970 SW Sherwood Blvd Sherwood, OR 97140",-122.8413285,45.3588341
2207,Pendleton SD 16,4116,Hawthorne Alternative High School,1700 NW 15th Dr,Pendleton,OR,97801,Umatilla,"1700 NW 15th Dr Pendleton, OR 97801",-118.8061418,45.6772741
2102,Sweet Home SD 55,663,Hawthorne Elem,3205 Long St,Sweet Home,OR,97386,Linn,"3205 Long St Sweet Home, OR 97386",-122.7067086,44.39839569999999
2142,Salem-Keizer SD 24J,755,Hayesville Elem,4545 Ward Dr NE,Salem,OR,97304,Marion,"4545 Ward Dr NE Salem, OR 97304",-122.971001,44.9839999
2180,Portland SD 1J,855,Hayhurst Elem,5037 SW Iowa St,Portland,OR,97221,Multnomah,"5037 SW Iowa St Portland, OR 97221",-122.7289138,45.4801718
2242,Tigard-Tualatin SD 23J,1300,Hazelbrook Middle,11300 SW Hazelbrook Rd,Tualatin,OR,97062,Washington,"11300 SW Hazelbrook Rd Tualatin, OR 97062",-122.7924851,45.3927753
2243,Beaverton SD 48J,1164,Hazeldale Elem,20080 SW Farmington Rd,Aloha,OR,97007,Washington,"20080 SW Farmington Rd Aloha, OR 97007",-122.883243,45.4690934
2082,Eugene SD 4J,5408,Hé Lín Chinese Immersion Elementary School,2200 Bailey Hill Rd,Eugene,OR,97405,Lane,"2200 Bailey Hill Rd Eugene, OR 97405",-123.1547674,44.0359899
2048,Medford SD 549C,421,Hedrick Middle,1501 E Jackson St,Medford,OR,97504,Jackson,"1501 E Jackson St Medford, OR 97504",-122.8535566,42.3318673
2148,Multnomah ESD,1298,Helensview High,8678 NE Sumner St,Portland,OR,97220,Multnomah,"8678 NE Sumner St Portland, OR 97220",-122.5749032,45.56192859999999
2201,Helix SD 1,3364,Helix Charter School,120 Main,Helix,OR,97835,Umatilla,"120 Main Helix, OR 97835",-118.6537623,45.8510227
2041,Ashland SD 5,377,Helman Elem,705 Helman St,Ashland,OR,97520,Jackson,"705 Helman St Ashland, OR 97520",-122.7131083,42.2087806
2057,Klamath County SD,473,Henley Elem,8227 Hwy 39,Klamath Falls,OR,97603,Klamath,"8227 Hwy 39 Klamath Falls, OR 97603",-121.6960678,42.1495159
2057,Klamath County SD,485,Henley High,8245 Hwy 39,Klamath Falls,OR,97603,Klamath,"8245 Hwy 39 Klamath Falls, OR 97603",-121.6939612,42.1509946
2057,Klamath County SD,481,Henley Middle,7925 Hwy 39,Klamath Falls,OR,97603,Klamath,"7925 Hwy 39 Klamath Falls, OR 97603",-121.6975033,42.1536228
2082,Eugene SD 4J,538,Henry D Sheldon High,2455 Willakenzie Rd,Eugene,OR,97401,Lane,"2455 Willakenzie Rd Eugene, OR 97401",-123.0740942,44.0818508
2014,Harney County SD 3,342,Henry L Slater Elem,800 N Fairview Ave,Burns,OR,97720,Harney,"800 N Fairview Ave Burns, OR 97720",-119.06159,43.592581
2147,Morrow SD 1,815,Heppner Elem,235 E Standsbury,Heppner,OR,97836,Morrow,"235 E Standsbury Heppner, OR 97836",-119.5577997,45.3531842
2147,Morrow SD 1,818,Heppner Jr/Sr High,710 NW Morgan St,Heppner,OR,97836,Morrow,"710 NW Morgan St Heppner, OR 97836",-119.5653059,45.3609118
2146,Woodburn SD 103,1359,Heritage Elem,440 Parr Rd,Woodburn,OR,97071,Marion,"440 Parr Rd Woodburn, OR 97071",-122.8710191,45.1350529
2206,Hermiston SD 8,1040,Hermiston High,600 S 1st St,Hermiston,OR,97838,Umatilla,"600 S 1st St Hermiston, OR 97838",-119.2929206,45.8360458
2055,Three Rivers/Josephine County SD,455,Hidden Valley High,651 Murphy Creek Rd,Grants Pass,OR,97527,Josephine,"651 Murphy Creek Rd Grants Pass, OR 97527",-123.3354531,42.3263652
1976,Bend-LaPine Administrative SD 1,1309,High Desert Middle,61000 Diamondback Ln,Bend,OR,97702,Deschutes,"61000 Diamondback Ln Bend, OR 97702",-121.2623478,44.0154925
1976,Bend-LaPine Administrative SD 1,3218,High Lakes Elem,2500 NW High Lakes Lp,Bend,OR,97701,Deschutes,"2500 NW High Lakes Lp Bend, OR 97701",-121.3527451,44.06167749999999
2054,Grants Pass SD 7,436,Highland Elem,1845 NW Highland Ave,Grants Pass,OR,97526,Josephine,"1845 NW Highland Ave Grants Pass, OR 97526",-123.3317943,42.4603735
2142,Salem-Keizer SD 24J,743,Highland Elem,530 Highland Ave NE,Salem,OR,97303,Marion,"530 Highland Ave NE Salem, OR 97303",-123.0282086,44.9595768
2183,Gresham-Barlow SD 10J,935,Highland Elem,295 NE 24th St,Gresham,OR,97030,Multnomah,"295 NE 24th St Gresham, OR 97030",-122.4287542,45.5139525
2206,Hermiston SD 8,1034,Highland Hills Elem,450 SE 10th St,Hermiston,OR,97838,Umatilla,"450 SE 10th St Hermiston, OR 97838",-119.2705405,45.83665449999999
2243,Beaverton SD 48J,1184,Highland Park Middle,7000 SW Wilson Ave,Beaverton,OR,97008,Washington,"7000 SW Wilson Ave Beaverton, OR 97008",-122.8187771,45.4683185
1976,Bend-LaPine Administrative SD 1,3219,Highland School at Kenwood Elem,701 NW Newport Ave,Bend,OR,97701,Deschutes,"701 NW Newport Ave Bend, OR 97701",-121.3226251,44.0619637
2262,Knappa SD 4,166,Hilda Lahti Elem,41535 Old Hwy 30,Astoria,OR,97103,Clatsop,"41535 Old Hwy 30 Astoria, OR 97103",-123.6270936,46.1633779
1966,North Bend SD 13,204,Hillcrest Elem,1100 Main St,North Bend,OR,97459,Coos,"1100 Main St North Bend, OR 97459",-124.2242803,43.4065012
2239,Hillsboro SD 1J,1201,Hillsboro High,3285 SE Rood Bridge Rd,Hillsboro,OR,97123,Washington,"3285 SE Rood Bridge Rd Hillsboro, OR 97123",-122.9600037,45.4949406
2239,Hillsboro SD 1J,4973,Hillsboro Online Academy,452 NE 3rd Ave,Hillsboro,OR,97124,Washington,"452 NE 3rd Ave Hillsboro, OR 97124",-122.9854911,45.5275513
