district_id,district_name,school_id,school_name,address,city,state,zip,county,full_address,lon,lat
2190,Dallas SD 2,989,Lyle Elem,185 SW Levens St,Dallas,OR,97338,Polk,"185 SW Levens St Dallas, OR 97338",-123.3206324,44.9280084
1977,Redmond SD 2J,259,M A Lynch Elem,1314 SW Kalama Ave,Redmond,OR,97756,Deschutes,"1314 SW Kalama Ave Redmond, OR 97756",-121.1825684,44.2654037
2254,Newberg SD 29J,1219,Mabel Rush Elem,1441 Deborah Rd,Newberg,OR,97132,Yamhill,"1441 Deborah Rd Newberg, OR 97132",-122.9507827,45.3106659
1965,Coos Bay SD 9,196,Madison Elem,400 Madison St,Coos Bay,OR,97420,Coos,"400 Madison St Coos Bay, OR 97420",-124.273071,43.387818
2053,Jefferson County SD 509J,430,Madras Elementary,215 SE 10th St,Madras,OR,97741,Jefferson,"215 SE 10th St Madras, OR 97741",-121.1237084,44.633013
2053,Jefferson County SD 509J,434,Madras High,390 SE 10th St,Madras,OR,97741,Jefferson,"390 SE 10th St Madras, OR 97741",-121.1229914,44.6311687
2055,Three Rivers/Josephine County SD,450,Madrona Elem,520 Detrick Dr,Grants Pass,OR,97527,Josephine,"520 Detrick Dr Grants Pass, OR 97527",-123.3632547,42.3623136
2048,Medford SD 549C,4593,Madrone Trail Public Charter School,3070 N Ross Ln,Central Point,OR,97502,Jackson,"3070 N Ross Ln Central Point, OR 97502",-122.9453556,42.3458061
2088,Bethel SD 52,586,Malabon Elem,1380 Taney St,Eugene,OR,97402,Lane,"1380 Taney St Eugene, OR 97402",-123.1614696,44.0768168
2057,Klamath County SD,475,Malin Elem,2153 Third St,Malin,OR,97632,Klamath,"2153 Third St Malin, OR 97632",-121.4112413,42.0110324
2055,Three Rivers/Josephine County SD,451,Manzanita Elem,310 San Francisco St,Grants Pass,OR,97526,Josephine,"310 San Francisco St Grants Pass, OR 97526",-123.3720077,42.5066426
2083,Springfield SD 19,550,Maple Elem,2109  J  St,Springfield,OR,97477,Lane,"2109  J  St Springfield, OR 97477",-122.9926065,44.054424
1968,Myrtle Point SD 41,5874,Maple Middle,413 C St,Myrtle Point,OR,97458,Coos,"413 C St Myrtle Point, OR 97458",-124.1372327,43.0635577
2085,Mapleton SD 32,568,Mapleton Elem,10870 E Mapleton Rd,Mapleton,OR,97453,Lane,"10870 E Mapleton Rd Mapleton, OR 97453",-123.85539,44.0360933
2085,Mapleton SD 32,569,Mapleton Sr High,10868 E Mapleton Rd,Mapleton,OR,97453,Lane,"10868 E Mapleton Rd Mapleton, OR 97453",-123.8548072,44.035579
2180,Portland SD 1J,873,Maplewood Elem,7452 SW 52nd Ave,Portland,OR,97219,Multnomah,"7452 SW 52nd Ave Portland, OR 97219",-122.7299209,45.470859
2094,Marcola SD 79J,603,Marcola Elem,38300 Wendling Rd,Marcola,OR,97454,Lane,"38300 Wendling Rd Marcola, OR 97454",-122.8539015,44.1709349
2182,Reynolds SD 7,948,Margaret Scott Elem,14700 NE Sacramento St,Portland,OR,97230,Multnomah,"14700 NE Sacramento St Portland, OR 97230",-122.5117249,45.5389987
2143,North Santiam SD 29J,656,Mari-Linn School,641 5th St,Lyons,OR,97358,Linn,"641 5th St Lyons, OR 97358",-122.6171435,44.7792439
2138,Silver Falls SD 4J,714,Mark Twain Elementary,425 Church St,Silverton,OR,97381,Marion,"425 Church St Silverton, OR 97381",-122.7781255,45.0139552
2180,Portland SD 1J,1278,Markham Elem,10531 SW Capitol Hwy,Portland,OR,97219,Multnomah,"10531 SW Capitol Hwy Portland, OR 97219",-122.7261874,45.4490585
1965,Coos Bay SD 9,5496,Marshfield Junior High,755 S 7th St,Coos Bay,OR,97420,Coos,"755 S 7th St Coos Bay, OR 97420",-124.2195628,43.36205409999999
1965,Coos Bay SD 9,201,Marshfield Sr High,10th & Ingersoll,Coos Bay,OR,97420,Coos,"10th & Ingersoll Coos Bay, OR 97420",NA,NA
2242,Tigard-Tualatin SD 23J,1137,Mary Woodward Elem,12325 SW Katherine St,Tigard,OR,97223,Washington,"12325 SW Katherine St Tigard, OR 97223",-122.8038415,45.43383499999999
2180,Portland SD 1J,875,Marysville Elem,7733 SE Raymond St,Portland,OR,97206,Multnomah,"7733 SE Raymond St Portland, OR 97206",-122.5838743,45.4868569
2108,Ontario SD 8C,696,May Roberts Primary,590 NW 8th St,Ontario,OR,97914,Malheur,"590 NW 8th St Ontario, OR 97914",-116.9710468,44.0332445
2024,Hood River County SD,362,May Street Elem,1001 10th Street,Hood River,OR,97031,Hood River,"1001 10th Street Hood River, OR 97031",-121.520562,45.7026907
2056,Klamath Falls City Schools,488,Mazama High,3009 Summers Ln,Klamath Falls,OR,97603,Klamath,"3009 Summers Ln Klamath Falls, OR 97603",-121.7342334,42.1973826
2057,Klamath County SD,488,Mazama High,3009 Summers Ln,Klamath Falls,OR,97603,Klamath,"3009 Summers Ln Klamath Falls, OR 97603",-121.7342334,42.1973826
1948,St Helens SD 502,182,McBride Elem,2774 Columbia Blvd,St Helens,OR,97051,Columbia,"2774 Columbia Blvd St Helens, OR 97051",-122.8387972,45.8557811
2082,Eugene SD 4J,522,McCornack Elem,1968 Brittany Dr,Eugene,OR,97405,Lane,"1968 Brittany Dr Eugene, OR 97405",-123.1446579,44.0381145
2002,Winston-Dillard SD 116,311,McGovern Elem,600 NW Elwood,Winston,OR,97496,Douglas,"600 NW Elwood Winston, OR 97496",-123.4125723,43.1223383
2207,Pendleton SD 16,1047,McKay Creek Elem,1539 SW 44th St,Pendleton,OR,97801,Umatilla,"1539 SW 44th St Pendleton, OR 97801",-118.8258444,45.6459841
2243,Beaverton SD 48J,1168,McKay Elem,7485 SW Scholls Ferry Rd,Beaverton,OR,97008,Washington,"7485 SW Scholls Ferry Rd Beaverton, OR 97008",-122.7787065,45.4658407
2142,Salem-Keizer SD 24J,771,McKay High,2440 Lancaster Dr NE,Salem,OR,97305,Marion,"2440 Lancaster Dr NE Salem, OR 97305",-122.9787167,44.9572593
2090,McKenzie SD 68,594,McKenzie River Community School,51187 Blue River Drive,Finn Rock,OR,97488,Lane,"51187 Blue River Drive Finn Rock, OR 97488",-122.3640376,44.1524613
2142,Salem-Keizer SD 24J,750,McKinley Elem,466 McGilchrist St SE,Salem,OR,97302,Marion,"466 McGilchrist St SE Salem, OR 97302",-123.0419457,44.9169558
2243,Beaverton SD 48J,1169,McKinley Elem,1500 NW 185th Ave,Beaverton,OR,97006,Washington,"1500 NW 185th Ave Beaverton, OR 97006",-122.8660951,45.5302663
2205,Milton-Freewater Unified SD 7,1064,McLoughlin High,120 S Main St,Milton-Freewater,OR,97862,Umatilla,"120 S Main St Milton-Freewater, OR 97862",-118.3915523,45.93542679999999
2048,Medford SD 549C,422,McLoughlin Middle,320 W Second St,Medford,OR,97501,Jackson,"320 W Second St Medford, OR 97501",-122.8814742,42.3287578
2256,McMinnville SD 40,1234,McMinnville High,615 NE 15th St,McMinnville,OR,97128,Yamhill,"615 NE 15th St McMinnville, OR 97128",-123.1928912,45.2193939
2204,Umatilla SD 6R,1032,McNary Heights Elem,120 Columbia Ave,Umatilla,OR,97882,Umatilla,"120 Columbia Ave Umatilla, OR 97882",-119.2960743,45.9196051
2142,Salem-Keizer SD 24J,772,McNary High,595 Chemawa Rd N,Keizer,OR,97303,Marion,"595 Chemawa Rd N Keizer, OR 97303",-123.0335438,45.00073709999999
2243,Beaverton SD 48J,1182,Meadow Park Middle,14100 SW Downing St,Beaverton,OR,97006,Washington,"14100 SW Downing St Beaverton, OR 97006",-122.8235695,45.5152326
2100,Greater Albany Public SD 8J,633,Meadow Ridge Elementary,358 Timber Ridge St NE,Albany,OR,97322,Linn,"358 Timber Ridge St NE Albany, OR 97322",-123.0419908,44.6470542
2088,Bethel SD 52,2264,Meadow View School,1855 Legacy St,Eugene,OR,97402,Lane,"1855 Legacy St Eugene, OR 97402",-123.2011316,44.08255519999999
2185,Centennial SD 28J,959,Meadows Elementary,18009 SE Brooklyn St,Portland,OR,97236,Multnomah,"18009 SE Brooklyn St Portland, OR 97236",-122.477613,45.5016719
1991,Douglas County SD 4,274,Melrose Elem,2960 Melrose Rd,Roseburg,OR,97470,Douglas,"2960 Melrose Rd Roseburg, OR 97470",-123.4452251,43.2429414
2256,McMinnville SD 40,1230,Memorial Elem,501 NW 14th St,McMinnville,OR,97128,Yamhill,"501 NW 14th St McMinnville, OR 97128",-123.2021466,45.2186092
2100,Greater Albany Public SD 8J,642,Memorial Middle,1050 Queen Ave SW,Albany,OR,97321,Linn,"1050 Queen Ave SW Albany, OR 97321",-123.1150854,44.6224874
2187,David Douglas SD 40,976,Menlo Park Elem,12900 NE Glisan St,Portland,OR,97230,Multnomah,"12900 NE Glisan St Portland, OR 97230",-122.5306125,45.5255768
1922,West Linn-Wilsonville SD 3J,5377,Meridian Creek Middle,6300 SW Hazel St,Wilsonville,OR,97070,Clackamas,"6300 SW Hazel St Wilsonville, OR 97070",-122.7409533,45.3147844
2057,Klamath County SD,476,Merrill Elem,406 W Second St,Merrill,OR,97633,Klamath,"406 W Second St Merrill, OR 97633",-121.6044051,42.0262771
2053,Jefferson County SD 509J,431,Metolius Elem,420 Butte Ave SW,Madras,OR,97741,Jefferson,"420 Butte Ave SW Madras, OR 97741",-121.1729041,44.5877702
2183,Gresham-Barlow SD 10J,4740,Metro East Web Academy,50 NW 5th St,Gresham,OR,97030,Multnomah,"50 NW 5th St Gresham, OR 97030",-122.4317856,45.5006031
2183,Gresham-Barlow SD 10J,4740,Metro East Web Academy,50 NW 5th St,Gresham,OR,97030,Multnomah,"50 NW 5th St Gresham, OR 97030",-122.4317856,45.5006031
2180,Portland SD 1J,916,Metropolitan Learning Ctr,2033 NW Glisan St,Portland,OR,97209,Multnomah,"2033 NW Glisan St Portland, OR 97209",-122.6932158,45.5265202
2242,Tigard-Tualatin SD 23J,1140,Metzger Elem,10350 SW Lincoln St,Tigard,OR,97223,Washington,"10350 SW Lincoln St Tigard, OR 97223",-122.7705718,45.445647
2024,Hood River County SD,363,Mid Valley Elem,3686 Davis Drive,Hood River,OR,97031,Hood River,"3686 Davis Drive Hood River, OR 97031",-121.5432717,45.6252523
2244,Sherwood SD 88J,3222,Middleton Elem,23505 SW Old Hwy 99W,Sherwood,OR,97140,Washington,"23505 SW Old Hwy 99W Sherwood, OR 97140",-122.8687794,45.3492124
2187,David Douglas SD 40,977,Mill Park Elem,1900 SE 117th Ave,Portland,OR,97216,Multnomah,"1900 SE 117th Ave Portland, OR 97216",-122.5418416,45.5096451
2142,Salem-Keizer SD 24J,3215,Miller Elem,1650 46th Pl SE,Salem,OR,97317,Marion,"1650 46th Pl SE Salem, OR 97317",-122.966512,44.9105307
1965,Coos Bay SD 9,197,Millicoma School,260 2nd Ave,Coos Bay,OR,97420,Coos,"260 2nd Ave Coos Bay, OR 97420",-124.1971526,43.3662141
2056,Klamath Falls City Schools,461,Mills Elem,520 E Main St,Klamath Falls,OR,97601,Klamath,"520 E Main St Klamath Falls, OR 97601",-121.7659807,42.2241541
1924,North Clackamas SD 12,4369,Milwaukie Academy of the Arts,11300 SE 23rd Ave,Milwaukie,OR,97222,Clackamas,"11300 SE 23rd Ave Milwaukie, OR 97222",-122.6378004,45.4418734
1924,North Clackamas SD 12,4005,Milwaukie El Puente Elementary,11250 SE 27th Ave,Milwaukie,OR,97222,Clackamas,"11250 SE 27th Ave Milwaukie, OR 97222",-122.6344918,45.4416889
1924,North Clackamas SD 12,86,Milwaukie High,2301 SE Willard St.,Milwaukie,OR,97222,Clackamas,"2301 SE Willard St. Milwaukie, OR 97222",-122.6371785,45.4414983
2239,Hillsboro SD 1J,1116,Minter Bridge Elem,1750 SE Jacquelin Dr,Hillsboro,OR,97123,Washington,"1750 SE Jacquelin Dr Hillsboro, OR 97123",-122.9629097,45.4976207
1947,Vernonia SD 47J,176,Mist Elem,69163 Hwy 47,Mist,OR,97016,Columbia,"69163 Hwy 47 Mist, OR 97016",-123.252306,46.000209
2242,Tigard-Tualatin SD 23J,3579,MITCH Charter School,19550 SW 90th Court,Tualatin,OR,97062,Washington,"19550 SW 90th Court Tualatin, OR 97062",-122.7703915,45.37856110000001
2249,Mitchell SD 55,3404,Mitchell School,340 SE High St,Mitchell,OR,97750,Wheeler,"340 SE High St Mitchell, OR 97750",-120.147075,44.564692
2094,Marcola SD 79J,604,Mohawk High,38300 Wendling Rd,Marcola,OR,97454,Lane,"38300 Wendling Rd Marcola, OR 97454",-122.8539015,44.1709349
1925,Molalla River SD 35,94,Molalla Elem,910 Toliver Rd,Molalla,OR,97038,Clackamas,"910 Toliver Rd Molalla, OR 97038",-122.5945501,45.1536123
1925,Molalla River SD 35,142,Molalla High,357 Francis St,Molalla,OR,97038,Clackamas,"357 Francis St Molalla, OR 97038",-122.5690126,45.1542764
1925,Molalla River SD 35,4745,Molalla River Academy,16897 S Callahan Rd,Molalla,OR,97038,Clackamas,"16897 S Callahan Rd Molalla, OR 97038",-122.5214608,45.1207556
1925,Molalla River SD 35,95,Molalla River Middle,318 Leroy,Molalla,OR,97038,Clackamas,"318 Leroy Molalla, OR 97038",-122.5912834,45.1523751
2191,Central SD 13J,999,Monmouth Elem,958 E Church St,Monmouth,OR,97361,Polk,"958 E Church St Monmouth, OR 97361",-123.2244395,44.8532364
1898,Monroe SD 1J,1321,Monroe Grade,600 Dragon Dr,Monroe,OR,97456,Benton,"600 Dragon Dr Monroe, OR 97456",-123.2985438,44.3120545
1898,Monroe SD 1J,43,Monroe High,365 N Fifth St,Monroe,OR,97456,Benton,"365 N Fifth St Monroe, OR 97456",-123.2971097,44.3180482
2436,ODE/Youth Corrections Education,2258,Monroe School,1800 W Monroe,Burns,OR,97720,Harney,"1800 W Monroe Burns, OR 97720",-119.072021,43.587737
2436,ODE/Youth Corrections Education,2258,Monroe School,1800 W Monroe,Burns,OR,97720,Harney,"1800 W Monroe Burns, OR 97720",-119.072021,43.587737
3477,ODE YCEP District,2258,Monroe School,1800 W Monroe,Burns,OR,97720,Harney,"1800 W Monroe Burns, OR 97720",-119.072021,43.587737
3477,ODE YCEP District,2258,Monroe School,1800 W Monroe,Burns,OR,97720,Harney,"1800 W Monroe Burns, OR 97720",-119.072021,43.587737
2243,Beaverton SD 48J,1170,Montclair Elem,7250 SW Vermont,Portland,OR,97223,Washington,"7250 SW Vermont Portland, OR 97223",-122.750965,45.4763358
2010,Monument SD 8,3350,Monument School,127 North St,Monument,OR,97864,Grant,"127 North St Monument, OR 97864",-119.419901,44.821439
2239,Hillsboro SD 1J,1117,Mooberry Elem,1230 NE 10th Ave,Hillsboro,OR,97124,Washington,"1230 NE 10th Ave Hillsboro, OR 97124",-122.9710976,45.53384
2142,Salem-Keizer SD 24J,753,Morningside Elem,3513 12th St SE,Salem,OR,97302,Marion,"3513 12th St SE Salem, OR 97302",-123.031535,44.90440539999999
2147,Morrow SD 1,5433,Morrow Education Center,240 W Columbia Ln,Irrigon,OR,97844,Morrow,"240 W Columbia Ln Irrigon, OR 97844",-119.5081873,45.8957646
2226,Chenowith SD 9,1095,Mosier Community School,1204 1st Ave,Mosier,OR,97040,Wasco,"1204 1st Ave Mosier, OR 97040",-121.4006431,45.6829404
4131,North Wasco County SD 21,1095,Mosier Community School,1204 1st Ave,Mosier,OR,97040,Wasco,"1204 1st Ave Mosier, OR 97040",-121.4006431,45.6829404
1924,North Clackamas SD 12,1264,Mount Scott Elem,11201 SE Stevens Rd,Happy Valley,OR,97086,Clackamas,"11201 SE Stevens Rd Happy Valley, OR 97086",-122.5647663,45.442684
2092,Lowell SD 71,5252,Mountain View Academy,45 S Moss St,Lowell,OR,97452,Lane,"45 S Moss St Lowell, OR 97452",-122.7845619,43.9176363
2092,Lowell SD 71,5252,Mountain View Academy,45 S Moss St,Lowell,OR,97452,Lane,"45 S Moss St Lowell, OR 97452",-122.7845619,43.9176363
5252,Mountain View Academy,5252,Mountain View Academy,45 S Moss St,Lowell,OR,97452,Lane,"45 S Moss St Lowell, OR 97452",-122.7845619,43.9176363
5252,Mountain View Academy,5252,Mountain View Academy,45 S Moss St,Lowell,OR,97452,Lane,"45 S Moss St Lowell, OR 97452",-122.7845619,43.9176363
2243,Beaverton SD 48J,1183,Mountain View Middle,17500 SW Farmington Rd,Beaverton,OR,97007,Washington,"17500 SW Farmington Rd Beaverton, OR 97007",-122.8560026,45.4790581
2254,Newberg SD 29J,1221,Mountain View Middle,2015 Emery Dr,Newberg,OR,97132,Yamhill,"2015 Emery Dr Newberg, OR 97132",-122.9519585,45.314186
1976,Bend-LaPine Administrative SD 1,252,Mountain View Sr High,2755 NE 27th St,Bend,OR,97701,Deschutes,"2755 NE 27th St Bend, OR 97701",-121.2660813,44.07692249999999
2243,Beaverton SD 48J,5381,Mountainside High,12500 SW 175th Ave,Beaverton,OR,97007,Washington,"12500 SW 175th Ave Beaverton, OR 97007",-122.8555895,45.4285671
2145,Mt Angel SD 91,792,Mt Angel Middle,460 E Marquam St,Mt Angel,OR,97362,Marion,"460 E Marquam St Mt Angel, OR 97362",-122.7930969,45.0723793
2180,Portland SD 1J,877,Mt Tabor Middle,5800 SE Ash St,Portland,OR,97215,Multnomah,"5800 SE Ash St Portland, OR 97215",-122.6040112,45.5210407
2083,Springfield SD 19,554,Mt Vernon Elem,935 Filbert Ln,Springfield,OR,97478,Lane,"935 Filbert Ln Springfield, OR 97478",-122.9648521,44.03627729999999
1901,Corvallis SD 509J,37,Mt View Elem,340 NE Granger Ave,Corvallis,OR,97330,Benton,"340 NE Granger Ave Corvallis, OR 97330",-123.2392113,44.6279634
1925,Molalla River SD 35,121,Mulino Elem,26660 S Hwy 213,Mulino,OR,97042,Clackamas,"26660 S Hwy 213 Mulino, OR 97042",-122.580954,45.220664
2182,Reynolds SD 7,3490,Multnomah Learning Academy,22565 NE Halsey St,Fairview,OR,97024,Multnomah,"22565 NE Halsey St Fairview, OR 97024",-122.4307251,45.5360567
2142,Salem-Keizer SD 24J,754,Myers Elem,2160 Jewel St NW,Salem,OR,97304,Polk,"2160 Jewel St NW Salem, OR 97304",-123.0762941,44.9460483
1994,South Umpqua SD 19,290,Myrtle Creek Elem,651 NE Division,Myrtle Creek,OR,97457,Douglas,"651 NE Division Myrtle Creek, OR 97457",-123.2801153,43.0289176
1968,Myrtle Point SD 41,214,Myrtle Crest School,903 Myrtle Crest Ln,Myrtle Point,OR,97458,Coos,"903 Myrtle Crest Ln Myrtle Point, OR 97458",-124.1304419,43.0599745
1968,Myrtle Point SD 41,215,Myrtle Point High,717 4th St,Myrtle Point,OR,97458,Coos,"717 4th St Myrtle Point, OR 97458",-124.1426636,43.0608631
1926,Oregon Trail SD 46,96,Naas Elem,12240 SE School Ave,Boring,OR,97009,Clackamas,"12240 SE School Ave Boring, OR 97009",-122.3784702,45.4342844
1926,Oregon Trail SD 46,96,Naas Elem,12240 SE School Ave,Boring,OR,97009,Clackamas,"12240 SE School Ave Boring, OR 97009",-122.3784702,45.4342844
2243,Beaverton SD 48J,1303,Nancy Ryles Elem,10250 SW Cormorant Dr,Beaverton,OR,97007,Washington,"10250 SW Cormorant Dr Beaverton, OR 97007",-122.8434782,45.4451836
2198,Neah-Kah-Nie SD 56,1022,Neah-Kah-Nie High,24705 Hwy 101 N,Rockaway Beach,OR,97136,Tillamook,"24705 Hwy 101 N Rockaway Beach, OR 97136",-123.9389203,45.63734789999999
2198,Neah-Kah-Nie SD 56,4481,Neah-Kah-Nie Middle,25111 Hwy 101N,Rockaway Beach,OR,97136,Tillamook,"25111 Hwy 101N Rockaway Beach, OR 97136",-123.9429114,45.613438
2198,Neah-Kah-Nie SD 56,1021,Nehalem Elem,36300 8th St,Nehalem,OR,97131,Tillamook,"36300 8th St Nehalem, OR 97131",-123.895596,45.7210004
2241,Forest Grove SD 15,1126,Neil Armstrong Middle,1777 Mt View Ln,Forest Grove,OR,97116,Washington,"1777 Mt View Ln Forest Grove, OR 97116",-123.0743818,45.51593769999999
2146,Woodburn SD 103,796,Nellie Muir Elem,1800 W Hayes St,Woodburn,OR,97071,Marion,"1800 W Hayes St Woodburn, OR 97071",-122.8691487,45.1456153
2199,Nestucca Valley SD 101J,1023,Nestucca High,34660 Parkway Dr,Cloverdale,OR,97112,Tillamook,"34660 Parkway Dr Cloverdale, OR 97112",-123.8888116,45.203274
2199,Nestucca Valley SD 101J,1019,Nestucca K8,36925 Hwy 101 S,Cloverdale,OR,97112,Tillamook,"36925 Hwy 101 S Cloverdale, OR 97112",-123.9036882,45.1877361
2082,Eugene SD 4J,4041,Network Charter School,2550 Portland St,Eugene,OR,97405,Lane,"2550 Portland St Eugene, OR 97405",-123.0925917,44.0306604
2082,Eugene SD 4J,4041,Network Charter School,2550 Portland St,Eugene,OR,97405,Lane,"2550 Portland St Eugene, OR 97405",-123.0925917,44.0306604
2436,ODE/Youth Corrections Education,2260,New Bridge High,2001 NE F St,Grants Pass,OR,97526,Josephine,"2001 NE F St Grants Pass, OR 97526",-123.3017853,42.4319642
2436,ODE/Youth Corrections Education,2260,New Bridge High,2001 NE F St,Grants Pass,OR,97526,Josephine,"2001 NE F St Grants Pass, OR 97526",-123.3017853,42.4319642
3477,ODE YCEP District,2260,New Bridge High,2001 NE F St,Grants Pass,OR,97526,Josephine,"2001 NE F St Grants Pass, OR 97526",-123.3017853,42.4319642
3477,ODE YCEP District,2260,New Bridge High,2001 NE F St,Grants Pass,OR,97526,Josephine,"2001 NE F St Grants Pass, OR 97526",-123.3017853,42.4319642
1924,North Clackamas SD 12,4004,New Urban High,1901 SE Oak Grove Blvd,Milwaukie,OR,97267,Clackamas,"1901 SE Oak Grove Blvd Milwaukie, OR 97267",-122.6432317,45.4171337
2254,Newberg SD 29J,1222,Newberg Sr High,2400 Douglas Rd,Newberg,OR,97132,Yamhill,"2400 Douglas Rd Newberg, OR 97132",-122.9536687,45.3115713
2256,McMinnville SD 40,1231,Newby Elem,1125 NW 2nd St,McMinnville,OR,97128,Yamhill,"1125 NW 2nd St McMinnville, OR 97128",-123.2106541,45.2114542
2097,Lincoln County SD,627,Newport High,322 NE Eads St,Newport,OR,97365,Lincoln,"322 NE Eads St Newport, OR 97365",-124.0460036,44.6389552
2097,Lincoln County SD,615,Newport Middle,825 NE 7th St,Newport,OR,97365,Lincoln,"825 NE 7th St Newport, OR 97365",-124.0413852,44.6416263
1929,Canby SD 86,127,Ninety-One School,5811 S Whiskey Hill Rd,Hubbard,OR,97032,Clackamas,"5811 S Whiskey Hill Rd Hubbard, OR 97032",-122.7456702,45.1775782
2207,Pendleton SD 16,4202,Nixyaawii Community School,73300 July Grounds Ln,Pendleton,OR,97801,Umatilla,"73300 July Grounds Ln Pendleton, OR 97801",-118.66399,45.6661068
2100,Greater Albany Public SD 8J,637,North Albany Elem,815 Thornton Lake Dr NW,Albany,OR,97321,Benton,"815 Thornton Lake Dr NW Albany, OR 97321",-123.1147912,44.6515953
2100,Greater Albany Public SD 8J,638,North Albany Middle,1205 North Albany Rd NW,Albany,OR,97321,Linn,"1205 North Albany Rd NW Albany, OR 97321",-123.1120218,44.6525143
1966,North Bend SD 13,205,North Bay Elem,93670 Viking Ln Ste 1,North Bend,OR,97459,Coos,"93670 Viking Ln Ste 1 North Bend, OR 97459",-124.2108247,43.5014448
1966,North Bend SD 13,208,North Bend Middle,1500 16th St,North Bend,OR,97459,Coos,"1500 16th St North Bend, OR 97459",-124.2328253,43.3987412
1966,North Bend SD 13,209,North Bend Sr High,2323 Pacific Ave,North Bend,OR,97459,Coos,"2323 Pacific Ave North Bend, OR 97459",-124.2351693,43.3875473
1996,North Douglas SD 22,296,North Douglas Elem,100 N School St,Drain,OR,97435,Douglas,"100 N School St Drain, OR 97435",-123.3088397,43.6615239
1996,North Douglas SD 22,297,North Douglas High,305 S Main,Drain,OR,97435,Douglas,"305 S Main Drain, OR 97435",-123.3128631,43.6595703
2082,Eugene SD 4J,536,North Eugene High,250 Silver Ln,Eugene,OR,97404,Lane,"250 Silver Ln Eugene, OR 97404",-123.1316753,44.0945909
2183,Gresham-Barlow SD 10J,938,North Gresham Grade,1001 SE 217th Ave,Gresham,OR,97030,Multnomah,"1001 SE 217th Ave Gresham, OR 97030",-122.439601,45.51648300000001
2061,North Lake SD 14,1289,North Lake School,57566 Fort Rock Rd,Silver Lake,OR,97638,Lake,"57566 Fort Rock Rd Silver Lake, OR 97638",-120.9037094,43.2443763
2141,North Marion SD 15,726,North Marion High,20167 Grim Rd NE,Aurora,OR,97002,Marion,"20167 Grim Rd NE Aurora, OR 97002",-122.797246,45.2103759
2141,North Marion SD 15,724,North Marion Intermediate,20237 Grim Rd NE,Aurora,OR,97002,Marion,"20237 Grim Rd NE Aurora, OR 97002",-122.7977418,45.2114495
2141,North Marion SD 15,725,North Marion Middle,20246 Grim Rd NE,Aurora,OR,97002,Marion,"20246 Grim Rd NE Aurora, OR 97002",-122.7948418,45.2140181
2141,North Marion SD 15,3146,North Marion Primary,20257 Grim Rd NE,Aurora,OR,97002,Marion,"20257 Grim Rd NE Aurora, OR 97002",-122.7974061,45.2134259
2048,Medford SD 549C,424,North Medford High,1900 N Keene Way Dr,Medford,OR,97501,Jackson,"1900 N Keene Way Dr Medford, OR 97501",-122.8490012,42.3483767
2054,Grants Pass SD 7,438,North Middle,1725 NW Highland Ave,Grants Pass,OR,97526,Josephine,"1725 NW Highland Ave Grants Pass, OR 97526",-123.331084,42.4578981
2239,Hillsboro SD 1J,1190,North Plains Elem,32030 NW North Ave,North Plains,OR,97133,Washington,"32030 NW North Ave North Plains, OR 97133",-123.0078346,45.6017471
2214,North Powder SD 8J,3365,North Powder Charter School,333  G  St,North Powder,OR,97867,Union,"333  G  St North Powder, OR 97867",-117.9249164,45.0281211
2214,North Powder SD 8J,3365,North Powder Charter School,333  G  St,North Powder,OR,97867,Union,"333  G  St North Powder, OR 97867",-117.9249164,45.0281211
2142,Salem-Keizer SD 24J,773,North Salem High,765 14th St NE,Salem,OR,97301,Marion,"765 14th St NE Salem, OR 97301",-123.0220004,44.944181
2143,North Santiam SD 29J,5620,North Santiam Options Academy,757 W Locust St,Stayton,OR,97383,Marion,"757 W Locust St Stayton, OR 97383",-122.801104,44.8043155
1976,Bend-LaPine Administrative SD 1,5452,North Star Elementary,63567 N.W. Brownrigg Road,Bend,OR,97703,Deschutes,"63567 N.W. Brownrigg Road Bend, OR 97703",-121.3149796,44.107739
2055,Three Rivers/Josephine County SD,457,North Valley High,6741 Monument Dr,Grants Pass,OR,97526,Josephine,"6741 Monument Dr Grants Pass, OR 97526",-123.3687845,42.5193679
2110,Nyssa SD 26,702,Nyssa Elem,809 Bower Ave,Nyssa,OR,97913,Malheur,"809 Bower Ave Nyssa, OR 97913",-117.0029161,43.8770962
2110,Nyssa SD 26,704,Nyssa High,824 Adrian Blvd,Nyssa,OR,97913,Malheur,"824 Adrian Blvd Nyssa, OR 97913",-117.0056341,43.8746368
2110,Nyssa SD 26,703,Nyssa Middle,101 S 11th St,Nyssa,OR,97913,Malheur,"101 S 11th St Nyssa, OR 97913",-117.0041206,43.877101
2110,Nyssa SD 26,5723,Nyssa Virtual School,804 Adrian Blvd,Nyssa,OR,97913,Malheur,"804 Adrian Blvd Nyssa, OR 97913",-117.0035636,43.8754419
1923,Lake Oswego SD 7J,1288,Oak Creek Elementary School,55 Kingsgate Rd,Lake Oswego,OR,97035,Clackamas,"55 Kingsgate Rd Lake Oswego, OR 97035",-122.7294807,45.4271804
2100,Greater Albany Public SD 8J,643,Oak Elem,3610 Oak St SE,Albany,OR,97322,Linn,"3610 Oak St SE Albany, OR 97322",-123.0861129,44.6079728
2048,Medford SD 549C,415,Oak Grove Elem,2838 W Main St,Medford,OR,97501,Jackson,"2838 W Main St Medford, OR 97501",-122.9093529,42.3251371
