district_id,district_name,school_id,school_name,school_year,level,grade,student_group,fall_ct,fall_pct,spring_ct,spring_pct,reported_fall_ct,reported_spring_ct,fall_ct_pps,fall_pct_pps
2063,Adel SD 21,,,2019,district,all,all,8,,,,,,,
2063,Adel SD 21,,,2019,district,all,aian,2,25,,,,,,
2063,Adel SD 21,,,2019,district,all,asian,,0,,,,,,
2063,Adel SD 21,,,2019,district,all,nhpi,,0,,,,,,
2063,Adel SD 21,,,2019,district,all,black,,0,,,,,,
2063,Adel SD 21,,,2019,district,all,hispanic,,0,,,,,,
2063,Adel SD 21,,,2019,district,all,white,6,75,,,,,,
2063,Adel SD 21,,,2019,district,all,multi,,0,,,,,,
2063,Adel SD 21,,,2019,district,5,all,1,,,,,,,
2063,Adel SD 21,,,2019,district,6,all,3,,,,,,,
2063,Adel SD 21,,,2019,district,7,all,2,,,,,,,
2063,Adel SD 21,,,2019,district,8,all,2,,,,,,,
2113,Adrian SD 61,,,2019,district,all,all,295,,,,,,,
2113,Adrian SD 61,,,2019,district,all,aian,3,1,,,,,,
2113,Adrian SD 61,,,2019,district,all,asian,2,0.7,,,,,,
2113,Adrian SD 61,,,2019,district,all,nhpi,,0,,,,,,
2113,Adrian SD 61,,,2019,district,all,black,,0,,,,,,
2113,Adrian SD 61,,,2019,district,all,hispanic,57,19.3,,,,,,
2113,Adrian SD 61,,,2019,district,all,white,230,78,,,,,,
2113,Adrian SD 61,,,2019,district,all,multi,3,1,,,,,,
2113,Adrian SD 61,,,2019,district,k,all,16,,,,,,,
2113,Adrian SD 61,,,2019,district,1,all,18,,,,,,,
2113,Adrian SD 61,,,2019,district,2,all,20,,,,,,,
2113,Adrian SD 61,,,2019,district,3,all,21,,,,,,,
2113,Adrian SD 61,,,2019,district,4,all,17,,,,,,,
2113,Adrian SD 61,,,2019,district,5,all,31,,,,,,,
2113,Adrian SD 61,,,2019,district,6,all,28,,,,,,,
2113,Adrian SD 61,,,2019,district,7,all,29,,,,,,,
2113,Adrian SD 61,,,2019,district,8,all,26,,,,,,,
2113,Adrian SD 61,,,2019,district,9,all,25,,,,,,,
2113,Adrian SD 61,,,2019,district,10,all,21,,,,,,,
2113,Adrian SD 61,,,2019,district,11,all,26,,,,,,,
2113,Adrian SD 61,,,2019,district,12,all,17,,,,,,,
1899,Alsea SD 7J,,,2019,district,all,all,226,,,,,,,
1899,Alsea SD 7J,,,2019,district,all,aian,,0,,,,,,
1899,Alsea SD 7J,,,2019,district,all,asian,3,1.3,,,,,,
1899,Alsea SD 7J,,,2019,district,all,nhpi,,0,,,,,,
1899,Alsea SD 7J,,,2019,district,all,black,2,0.9,,,,,,
1899,Alsea SD 7J,,,2019,district,all,hispanic,25,11.1,,,,,,
1899,Alsea SD 7J,,,2019,district,all,white,182,80.5,,,,,,
1899,Alsea SD 7J,,,2019,district,all,multi,14,6.2,,,,,,
1899,Alsea SD 7J,,,2019,district,k,all,8,,,,,,,
1899,Alsea SD 7J,,,2019,district,1,all,12,,,,,,,
1899,Alsea SD 7J,,,2019,district,2,all,14,,,,,,,
1899,Alsea SD 7J,,,2019,district,3,all,11,,,,,,,
1899,Alsea SD 7J,,,2019,district,4,all,17,,,,,,,
1899,Alsea SD 7J,,,2019,district,5,all,23,,,,,,,
1899,Alsea SD 7J,,,2019,district,6,all,11,,,,,,,
1899,Alsea SD 7J,,,2019,district,7,all,22,,,,,,,
1899,Alsea SD 7J,,,2019,district,8,all,20,,,,,,,
1899,Alsea SD 7J,,,2019,district,9,all,13,,,,,,,
1899,Alsea SD 7J,,,2019,district,10,all,23,,,,,,,
1899,Alsea SD 7J,,,2019,district,11,all,19,,,,,,,
1899,Alsea SD 7J,,,2019,district,12,all,33,,,,,,,
2252,Amity SD 4J,,,2019,district,all,all,837,,,,,,,
2252,Amity SD 4J,,,2019,district,all,aian,10,1.2,,,,,,
2252,Amity SD 4J,,,2019,district,all,asian,10,1.2,,,,,,
2252,Amity SD 4J,,,2019,district,all,nhpi,,0,,,,,,
2252,Amity SD 4J,,,2019,district,all,black,3,0.4,,,,,,
2252,Amity SD 4J,,,2019,district,all,hispanic,112,13.4,,,,,,
2252,Amity SD 4J,,,2019,district,all,white,662,79.1,,,,,,
2252,Amity SD 4J,,,2019,district,all,multi,40,4.8,,,,,,
2252,Amity SD 4J,,,2019,district,k,all,45,,,,,,,
2252,Amity SD 4J,,,2019,district,1,all,55,,,,,,,
2252,Amity SD 4J,,,2019,district,2,all,54,,,,,,,
2252,Amity SD 4J,,,2019,district,3,all,55,,,,,,,
2252,Amity SD 4J,,,2019,district,4,all,53,,,,,,,
2252,Amity SD 4J,,,2019,district,5,all,76,,,,,,,
2252,Amity SD 4J,,,2019,district,6,all,85,,,,,,,
2252,Amity SD 4J,,,2019,district,7,all,64,,,,,,,
2252,Amity SD 4J,,,2019,district,8,all,66,,,,,,,
2252,Amity SD 4J,,,2019,district,9,all,64,,,,,,,
2252,Amity SD 4J,,,2019,district,10,all,77,,,,,,,
2252,Amity SD 4J,,,2019,district,11,all,64,,,,,,,
2252,Amity SD 4J,,,2019,district,12,all,79,,,,,,,
2111,Annex SD 29,,,2019,district,all,all,105,,,,,,,
2111,Annex SD 29,,,2019,district,all,aian,,0,,,,,,
2111,Annex SD 29,,,2019,district,all,asian,,0,,,,,,
2111,Annex SD 29,,,2019,district,all,nhpi,,0,,,,,,
2111,Annex SD 29,,,2019,district,all,black,,0,,,,,,
2111,Annex SD 29,,,2019,district,all,hispanic,27,25.7,,,,,,
2111,Annex SD 29,,,2019,district,all,white,74,70.5,,,,,,
2111,Annex SD 29,,,2019,district,all,multi,4,3.8,,,,,,
2111,Annex SD 29,,,2019,district,k,all,4,,,,,,,
2111,Annex SD 29,,,2019,district,1,all,11,,,,,,,
2111,Annex SD 29,,,2019,district,2,all,8,,,,,,,
2111,Annex SD 29,,,2019,district,3,all,12,,,,,,,
2111,Annex SD 29,,,2019,district,4,all,13,,,,,,,
2111,Annex SD 29,,,2019,district,5,all,14,,,,,,,
2111,Annex SD 29,,,2019,district,6,all,10,,,,,,,
2111,Annex SD 29,,,2019,district,7,all,8,,,,,,,
2111,Annex SD 29,,,2019,district,8,all,11,,,,,,,
2111,Annex SD 29,,,2019,district,9,all,5,,,,,,,
2111,Annex SD 29,,,2019,district,10,all,7,,,,,,,
2111,Annex SD 29,,,2019,district,11,all,2,,,,,,,
2005,Arlington SD 3,,,2019,district,all,all,163,,,,,,,
2005,Arlington SD 3,,,2019,district,all,aian,9,5.5,,,,,,
2005,Arlington SD 3,,,2019,district,all,asian,,0,,,,,,
2005,Arlington SD 3,,,2019,district,all,nhpi,2,1.2,,,,,,
2005,Arlington SD 3,,,2019,district,all,black,,0,,,,,,
2005,Arlington SD 3,,,2019,district,all,hispanic,20,12.3,,,,,,
2005,Arlington SD 3,,,2019,district,all,white,130,79.8,,,,,,
2005,Arlington SD 3,,,2019,district,all,multi,2,1.2,,,,,,
2005,Arlington SD 3,,,2019,district,k,all,13,,,,,,,
2005,Arlington SD 3,,,2019,district,1,all,8,,,,,,,
2005,Arlington SD 3,,,2019,district,2,all,9,,,,,,,
2005,Arlington SD 3,,,2019,district,3,all,16,,,,,,,
2005,Arlington SD 3,,,2019,district,4,all,9,,,,,,,
2005,Arlington SD 3,,,2019,district,5,all,13,,,,,,,
2005,Arlington SD 3,,,2019,district,6,all,17,,,,,,,
2005,Arlington SD 3,,,2019,district,7,all,17,,,,,,,
2005,Arlington SD 3,,,2019,district,8,all,17,,,,,,,
2005,Arlington SD 3,,,2019,district,9,all,10,,,,,,,
2005,Arlington SD 3,,,2019,district,10,all,13,,,,,,,
2005,Arlington SD 3,,,2019,district,11,all,9,,,,,,,
2005,Arlington SD 3,,,2019,district,12,all,12,,,,,,,
2115,Arock SD 81,,,2019,district,all,all,21,,,,,,,
2115,Arock SD 81,,,2019,district,all,aian,,0,,,,,,
2115,Arock SD 81,,,2019,district,all,asian,,0,,,,,,
2115,Arock SD 81,,,2019,district,all,nhpi,,0,,,,,,
2115,Arock SD 81,,,2019,district,all,black,,0,,,,,,
2115,Arock SD 81,,,2019,district,all,hispanic,4,19,,,,,,
2115,Arock SD 81,,,2019,district,all,white,17,81,,,,,,
2115,Arock SD 81,,,2019,district,all,multi,,0,,,,,,
2115,Arock SD 81,,,2019,district,k,all,1,,,,,,,
2115,Arock SD 81,,,2019,district,1,all,2,,,,,,,
2115,Arock SD 81,,,2019,district,2,all,4,,,,,,,
2115,Arock SD 81,,,2019,district,3,all,4,,,,,,,
2115,Arock SD 81,,,2019,district,4,all,3,,,,,,,
2115,Arock SD 81,,,2019,district,5,all,1,,,,,,,
2115,Arock SD 81,,,2019,district,6,all,2,,,,,,,
2115,Arock SD 81,,,2019,district,7,all,2,,,,,,,
2115,Arock SD 81,,,2019,district,8,all,2,,,,,,,
2041,Ashland SD 5,,,2019,district,all,all,2905,,,,,,,
2041,Ashland SD 5,,,2019,district,all,aian,12,0.4,,,,,,
2041,Ashland SD 5,,,2019,district,all,asian,38,1.3,,,,,,
2041,Ashland SD 5,,,2019,district,all,nhpi,6,0.2,,,,,,
2041,Ashland SD 5,,,2019,district,all,black,28,1,,,,,,
2041,Ashland SD 5,,,2019,district,all,hispanic,343,11.8,,,,,,
2041,Ashland SD 5,,,2019,district,all,white,2115,72.8,,,,,,
2041,Ashland SD 5,,,2019,district,all,multi,363,12.5,,,,,,
2041,Ashland SD 5,,,2019,district,k,all,189,,,,,,,
2041,Ashland SD 5,,,2019,district,1,all,191,,,,,,,
2041,Ashland SD 5,,,2019,district,2,all,203,,,,,,,
2041,Ashland SD 5,,,2019,district,3,all,202,,,,,,,
2041,Ashland SD 5,,,2019,district,4,all,205,,,,,,,
2041,Ashland SD 5,,,2019,district,5,all,213,,,,,,,
2041,Ashland SD 5,,,2019,district,6,all,221,,,,,,,
2041,Ashland SD 5,,,2019,district,7,all,213,,,,,,,
2041,Ashland SD 5,,,2019,district,8,all,248,,,,,,,
2041,Ashland SD 5,,,2019,district,9,all,254,,,,,,,
2041,Ashland SD 5,,,2019,district,10,all,249,,,,,,,
2041,Ashland SD 5,,,2019,district,11,all,268,,,,,,,
2041,Ashland SD 5,,,2019,district,12,all,249,,,,,,,
2051,Ashwood SD 8,,,2019,district,all,all,6,,,,,,,
2051,Ashwood SD 8,,,2019,district,all,aian,,0,,,,,,
2051,Ashwood SD 8,,,2019,district,all,asian,,0,,,,,,
2051,Ashwood SD 8,,,2019,district,all,nhpi,,0,,,,,,
2051,Ashwood SD 8,,,2019,district,all,black,,0,,,,,,
2051,Ashwood SD 8,,,2019,district,all,hispanic,,0,,,,,,
2051,Ashwood SD 8,,,2019,district,all,white,6,100,,,,,,
2051,Ashwood SD 8,,,2019,district,all,multi,,0,,,,,,
2051,Ashwood SD 8,,,2019,district,k,all,1,,,,,,,
2051,Ashwood SD 8,,,2019,district,1,all,2,,,,,,,
2051,Ashwood SD 8,,,2019,district,2,all,1,,,,,,,
2051,Ashwood SD 8,,,2019,district,4,all,1,,,,,,,
2051,Ashwood SD 8,,,2019,district,5,all,1,,,,,,,
1933,Astoria SD 1,,,2019,district,all,all,1881,,,,,,,
1933,Astoria SD 1,,,2019,district,all,aian,15,0.8,,,,,,
1933,Astoria SD 1,,,2019,district,all,asian,26,1.4,,,,,,
1933,Astoria SD 1,,,2019,district,all,nhpi,8,0.4,,,,,,
1933,Astoria SD 1,,,2019,district,all,black,5,0.3,,,,,,
1933,Astoria SD 1,,,2019,district,all,hispanic,337,17.9,,,,,,
1933,Astoria SD 1,,,2019,district,all,white,1418,75.4,,,,,,
1933,Astoria SD 1,,,2019,district,all,multi,72,3.8,,,,,,
1933,Astoria SD 1,,,2019,district,k,all,129,,,,,,,
1933,Astoria SD 1,,,2019,district,1,all,160,,,,,,,
1933,Astoria SD 1,,,2019,district,2,all,136,,,,,,,
1933,Astoria SD 1,,,2019,district,3,all,141,,,,,,,
1933,Astoria SD 1,,,2019,district,4,all,137,,,,,,,
1933,Astoria SD 1,,,2019,district,5,all,133,,,,,,,
1933,Astoria SD 1,,,2019,district,6,all,174,,,,,,,
1933,Astoria SD 1,,,2019,district,7,all,156,,,,,,,
1933,Astoria SD 1,,,2019,district,8,all,136,,,,,,,
1933,Astoria SD 1,,,2019,district,9,all,149,,,,,,,
1933,Astoria SD 1,,,2019,district,10,all,145,,,,,,,
1933,Astoria SD 1,,,2019,district,11,all,143,,,,,,,
1933,Astoria SD 1,,,2019,district,12,all,142,,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,all,all,584,,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,all,aian,50,8.6,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,all,asian,1,0.2,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,all,nhpi,1,0.2,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,all,black,1,0.2,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,all,hispanic,60,10.3,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,all,white,434,74.3,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,all,multi,37,6.3,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,k,all,41,,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,1,all,32,,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,2,all,37,,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,3,all,43,,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,4,all,48,,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,5,all,50,,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,6,all,46,,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,7,all,56,,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,8,all,55,,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,9,all,49,,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,10,all,42,,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,11,all,41,,,,,,,
2208,Athena-Weston SD 29RJ,,,2019,district,12,all,44,,,,,,,
1894,Baker SD 5J,,,2019,district,all,all,3832,,,,,,,
1894,Baker SD 5J,,,2019,district,all,aian,48,1.3,,,,,,
1894,Baker SD 5J,,,2019,district,all,asian,49,1.3,,,,,,
1894,Baker SD 5J,,,2019,district,all,nhpi,6,0.2,,,,,,
1894,Baker SD 5J,,,2019,district,all,black,36,0.9,,,,,,
1894,Baker SD 5J,,,2019,district,all,hispanic,353,9.2,,,,,,
1894,Baker SD 5J,,,2019,district,all,white,3147,82.1,,,,,,
1894,Baker SD 5J,,,2019,district,all,multi,193,5,,,,,,
1894,Baker SD 5J,,,2019,district,k,all,212,,,,,,,
1894,Baker SD 5J,,,2019,district,1,all,248,,,,,,,
1894,Baker SD 5J,,,2019,district,2,all,238,,,,,,,
1894,Baker SD 5J,,,2019,district,3,all,244,,,,,,,
1894,Baker SD 5J,,,2019,district,4,all,262,,,,,,,
1894,Baker SD 5J,,,2019,district,5,all,285,,,,,,,
1894,Baker SD 5J,,,2019,district,6,all,280,,,,,,,
1894,Baker SD 5J,,,2019,district,7,all,296,,,,,,,
1894,Baker SD 5J,,,2019,district,8,all,335,,,,,,,
1894,Baker SD 5J,,,2019,district,9,all,258,,,,,,,
1894,Baker SD 5J,,,2019,district,10,all,367,,,,,,,
1894,Baker SD 5J,,,2019,district,11,all,445,,,,,,,
1894,Baker SD 5J,,,2019,district,12,all,362,,,,,,,
1969,Bandon SD 54,,,2019,district,all,all,698,,,,,,,
1969,Bandon SD 54,,,2019,district,all,aian,3,0.4,,,,,,
1969,Bandon SD 54,,,2019,district,all,asian,6,0.9,,,,,,
1969,Bandon SD 54,,,2019,district,all,nhpi,,0,,,,,,
1969,Bandon SD 54,,,2019,district,all,black,3,0.4,,,,,,
1969,Bandon SD 54,,,2019,district,all,hispanic,88,12.6,,,,,,
1969,Bandon SD 54,,,2019,district,all,white,538,77.1,,,,,,
1969,Bandon SD 54,,,2019,district,all,multi,60,8.6,,,,,,
1969,Bandon SD 54,,,2019,district,k,all,49,,,,,,,
1969,Bandon SD 54,,,2019,district,1,all,44,,,,,,,
1969,Bandon SD 54,,,2019,district,2,all,50,,,,,,,
1969,Bandon SD 54,,,2019,district,3,all,51,,,,,,,
1969,Bandon SD 54,,,2019,district,4,all,53,,,,,,,
1969,Bandon SD 54,,,2019,district,5,all,54,,,,,,,
1969,Bandon SD 54,,,2019,district,6,all,65,,,,,,,
1969,Bandon SD 54,,,2019,district,7,all,63,,,,,,,
1969,Bandon SD 54,,,2019,district,8,all,56,,,,,,,
1969,Bandon SD 54,,,2019,district,9,all,61,,,,,,,
1969,Bandon SD 54,,,2019,district,10,all,53,,,,,,,
1969,Bandon SD 54,,,2019,district,11,all,44,,,,,,,
1969,Bandon SD 54,,,2019,district,12,all,55,,,,,,,
2240,Banks SD 13,,,2019,district,all,all,1124,,,,,,,
2240,Banks SD 13,,,2019,district,all,aian,3,0.3,,,,,,
2240,Banks SD 13,,,2019,district,all,asian,7,0.6,,,,,,
2240,Banks SD 13,,,2019,district,all,nhpi,5,0.4,,,,,,
2240,Banks SD 13,,,2019,district,all,black,4,0.4,,,,,,
2240,Banks SD 13,,,2019,district,all,hispanic,78,6.9,,,,,,
2240,Banks SD 13,,,2019,district,all,white,967,86,,,,,,
2240,Banks SD 13,,,2019,district,all,multi,60,5.3,,,,,,
2240,Banks SD 13,,,2019,district,k,all,65,,,,,,,
2240,Banks SD 13,,,2019,district,1,all,74,,,,,,,
2240,Banks SD 13,,,2019,district,2,all,85,,,,,,,
2240,Banks SD 13,,,2019,district,3,all,81,,,,,,,
2240,Banks SD 13,,,2019,district,4,all,85,,,,,,,
2240,Banks SD 13,,,2019,district,5,all,88,,,,,,,
2240,Banks SD 13,,,2019,district,6,all,90,,,,,,,
2240,Banks SD 13,,,2019,district,7,all,79,,,,,,,
2240,Banks SD 13,,,2019,district,8,all,92,,,,,,,
2240,Banks SD 13,,,2019,district,9,all,103,,,,,,,
2240,Banks SD 13,,,2019,district,10,all,109,,,,,,,
2240,Banks SD 13,,,2019,district,11,all,89,,,,,,,
2240,Banks SD 13,,,2019,district,12,all,84,,,,,,,
2243,Beaverton SD 48J,,,2019,district,all,all,40964,,,,,,,
2243,Beaverton SD 48J,,,2019,district,all,aian,149,0.4,,,,,,
2243,Beaverton SD 48J,,,2019,district,all,asian,6689,16.3,,,,,,
2243,Beaverton SD 48J,,,2019,district,all,nhpi,298,0.7,,,,,,
2243,Beaverton SD 48J,,,2019,district,all,black,1218,3,,,,,,
2243,Beaverton SD 48J,,,2019,district,all,hispanic,10226,25,,,,,,
2243,Beaverton SD 48J,,,2019,district,all,white,19257,47,,,,,,
2243,Beaverton SD 48J,,,2019,district,all,multi,3127,7.6,,,,,,
2243,Beaverton SD 48J,,,2019,district,k,all,2922,,,,,,,
2243,Beaverton SD 48J,,,2019,district,1,all,3099,,,,,,,
2243,Beaverton SD 48J,,,2019,district,2,all,3003,,,,,,,
2243,Beaverton SD 48J,,,2019,district,3,all,3152,,,,,,,
2243,Beaverton SD 48J,,,2019,district,4,all,3170,,,,,,,
2243,Beaverton SD 48J,,,2019,district,5,all,3261,,,,,,,
2243,Beaverton SD 48J,,,2019,district,6,all,3237,,,,,,,
2243,Beaverton SD 48J,,,2019,district,7,all,3259,,,,,,,
2243,Beaverton SD 48J,,,2019,district,8,all,3246,,,,,,,
2243,Beaverton SD 48J,,,2019,district,9,all,3238,,,,,,,
2243,Beaverton SD 48J,,,2019,district,10,all,3213,,,,,,,
2243,Beaverton SD 48J,,,2019,district,11,all,3041,,,,,,,
2243,Beaverton SD 48J,,,2019,district,12,all,3123,,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,all,all,18384,,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,all,aian,108,0.6,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,all,asian,244,1.3,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,all,nhpi,41,0.2,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,all,black,131,0.7,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,all,hispanic,2202,12,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,all,white,15071,82,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,all,multi,587,3.2,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,k,all,1230,,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,1,all,1300,,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,2,all,1366,,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,3,all,1399,,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,4,all,1398,,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,5,all,1478,,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,6,all,1554,,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,7,all,1496,,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,8,all,1421,,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,9,all,1489,,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,10,all,1450,,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,11,all,1417,,,,,,,
1976,Bend-LaPine Administrative SD 1,,,2019,district,12,all,1386,,,,,,,
2088,Bethel SD 52,,,2019,district,all,all,5624,,,,,,,
2088,Bethel SD 52,,,2019,district,all,aian,76,1.4,,,,,,
2088,Bethel SD 52,,,2019,district,all,asian,113,2,,,,,,
2088,Bethel SD 52,,,2019,district,all,nhpi,34,0.6,,,,,,
2088,Bethel SD 52,,,2019,district,all,black,104,1.8,,,,,,
2088,Bethel SD 52,,,2019,district,all,hispanic,1233,21.9,,,,,,
2088,Bethel SD 52,,,2019,district,all,white,3646,64.8,,,,,,
2088,Bethel SD 52,,,2019,district,all,multi,418,7.4,,,,,,
2088,Bethel SD 52,,,2019,district,k,all,442,,,,,,,
2088,Bethel SD 52,,,2019,district,1,all,435,,,,,,,
2088,Bethel SD 52,,,2019,district,2,all,444,,,,,,,
2088,Bethel SD 52,,,2019,district,3,all,423,,,,,,,
2088,Bethel SD 52,,,2019,district,4,all,472,,,,,,,
2088,Bethel SD 52,,,2019,district,5,all,445,,,,,,,
2088,Bethel SD 52,,,2019,district,6,all,452,,,,,,,
2088,Bethel SD 52,,,2019,district,7,all,426,,,,,,,
2088,Bethel SD 52,,,2019,district,8,all,426,,,,,,,
2088,Bethel SD 52,,,2019,district,9,all,444,,,,,,,
2088,Bethel SD 52,,,2019,district,10,all,415,,,,,,,
2088,Bethel SD 52,,,2019,district,11,all,398,,,,,,,
2088,Bethel SD 52,,,2019,district,12,all,402,,,,,,,
2095,Blachly SD 90,,,2019,district,all,all,234,,,,,,,
2095,Blachly SD 90,,,2019,district,all,aian,4,1.7,,,,,,
2095,Blachly SD 90,,,2019,district,all,asian,2,0.9,,,,,,
2095,Blachly SD 90,,,2019,district,all,nhpi,,0,,,,,,
2095,Blachly SD 90,,,2019,district,all,black,1,0.4,,,,,,
2095,Blachly SD 90,,,2019,district,all,hispanic,21,9,,,,,,
2095,Blachly SD 90,,,2019,district,all,white,200,85.5,,,,,,
2095,Blachly SD 90,,,2019,district,all,multi,6,2.6,,,,,,
2095,Blachly SD 90,,,2019,district,k,all,15,,,,,,,
2095,Blachly SD 90,,,2019,district,1,all,17,,,,,,,
2095,Blachly SD 90,,,2019,district,2,all,17,,,,,,,
2095,Blachly SD 90,,,2019,district,3,all,21,,,,,,,
2095,Blachly SD 90,,,2019,district,4,all,21,,,,,,,
2095,Blachly SD 90,,,2019,district,5,all,19,,,,,,,
2095,Blachly SD 90,,,2019,district,6,all,24,,,,,,,
2095,Blachly SD 90,,,2019,district,7,all,21,,,,,,,
2095,Blachly SD 90,,,2019,district,8,all,21,,,,,,,
2095,Blachly SD 90,,,2019,district,9,all,23,,,,,,,
2095,Blachly SD 90,,,2019,district,10,all,13,,,,,,,
2095,Blachly SD 90,,,2019,district,11,all,5,,,,,,,
2095,Blachly SD 90,,,2019,district,12,all,17,,,,,,,
2052,Black Butte SD 41,,,2019,district,all,all,29,,,,,,,
2052,Black Butte SD 41,,,2019,district,all,aian,,0,,,,,,
2052,Black Butte SD 41,,,2019,district,all,asian,,0,,,,,,
2052,Black Butte SD 41,,,2019,district,all,nhpi,,0,,,,,,
2052,Black Butte SD 41,,,2019,district,all,black,,0,,,,,,
2052,Black Butte SD 41,,,2019,district,all,hispanic,3,10.3,,,,,,
2052,Black Butte SD 41,,,2019,district,all,white,23,79.3,,,,,,
2052,Black Butte SD 41,,,2019,district,all,multi,3,10.3,,,,,,
2052,Black Butte SD 41,,,2019,district,k,all,3,,,,,,,
2052,Black Butte SD 41,,,2019,district,1,all,2,,,,,,,
2052,Black Butte SD 41,,,2019,district,2,all,2,,,,,,,
2052,Black Butte SD 41,,,2019,district,3,all,3,,,,,,,
2052,Black Butte SD 41,,,2019,district,4,all,4,,,,,,,
2052,Black Butte SD 41,,,2019,district,5,all,6,,,,,,,
2052,Black Butte SD 41,,,2019,district,6,all,5,,,,,,,
2052,Black Butte SD 41,,,2019,district,7,all,4,,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,all,all,1563,,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,all,aian,59,3.8,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,all,asian,9,0.6,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,all,nhpi,,0,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,all,black,7,0.4,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,all,hispanic,261,16.7,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,all,white,952,60.9,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,all,multi,275,17.6,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,k,all,107,,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,1,all,133,,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,2,all,112,,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,3,all,147,,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,4,all,110,,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,5,all,121,,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,6,all,111,,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,7,all,120,,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,8,all,112,,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,9,all,124,,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,10,all,120,,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,11,all,112,,,,,,,
1974,Brookings-Harbor SD 17C,,,2019,district,12,all,134,,,,,,,
1896,Burnt River SD 30J,,,2019,district,all,all,55,,,,,,,
1896,Burnt River SD 30J,,,2019,district,all,aian,,0,,,,,,
1896,Burnt River SD 30J,,,2019,district,all,asian,8,14.5,,,,,,
1896,Burnt River SD 30J,,,2019,district,all,nhpi,,0,,,,,,
1896,Burnt River SD 30J,,,2019,district,all,black,,0,,,,,,
1896,Burnt River SD 30J,,,2019,district,all,hispanic,4,7.3,,,,,,
1896,Burnt River SD 30J,,,2019,district,all,white,42,76.4,,,,,,
1896,Burnt River SD 30J,,,2019,district,all,multi,1,1.8,,,,,,
1896,Burnt River SD 30J,,,2019,district,k,all,6,,,,,,,
1896,Burnt River SD 30J,,,2019,district,1,all,2,,,,,,,
