school_year,district_id,district_name,school_id,school_short,student_group,ct,pct
2019,2180,Portland SD 1J,842,Harrison Park,lep,178,27.1
2019,2180,Portland SD 1J,842,Harrison Park,swd,97,14.7
2019,2180,Portland SD 1J,842,Harrison Park,historically_underserved,314,47.7
2019,2180,Portland SD 1J,842,Harrison Park,hispanic,114,17.3
2019,2180,Portland SD 1J,842,Harrison Park,black,136,20.7
2019,2180,Portland SD 1J,842,Harrison Park,multi,53,8.1
2019,2180,Portland SD 1J,855,Hayhurst,all,629,100
2019,2180,Portland SD 1J,855,Hayhurst,combined_underserved,203,32.3
2019,2180,Portland SD 1J,855,Hayhurst,direct_cert,76,12.1
2019,2180,Portland SD 1J,855,Hayhurst,lep,19,3
2019,2180,Portland SD 1J,855,Hayhurst,swd,97,15.4
2019,2180,Portland SD 1J,855,Hayhurst,historically_underserved,100,15.9
2019,2180,Portland SD 1J,855,Hayhurst,hispanic,41,6.5
2019,2180,Portland SD 1J,855,Hayhurst,black,24,3.8
2019,2180,Portland SD 1J,855,Hayhurst,multi,34,5.4
2019,2180,Portland SD 1J,861,Irvington,all,339,100
2019,2180,Portland SD 1J,861,Irvington,combined_underserved,164,48.4
2019,2180,Portland SD 1J,861,Irvington,direct_cert,62,18.3
2019,2180,Portland SD 1J,861,Irvington,lep,10,2.9
2019,2180,Portland SD 1J,861,Irvington,swd,49,14.5
2019,2180,Portland SD 1J,861,Irvington,historically_underserved,131,38.6
2019,2180,Portland SD 1J,861,Irvington,hispanic,39,11.5
2019,2180,Portland SD 1J,861,Irvington,black,65,19.2
2019,2180,Portland SD 1J,861,Irvington,multi,26,7.7
2019,2180,Portland SD 1J,862,James John,all,347,100
2019,2180,Portland SD 1J,862,James John,combined_underserved,242,69.7
2019,2180,Portland SD 1J,862,James John,direct_cert,138,39.8
2019,2180,Portland SD 1J,862,James John,lep,68,19.6
2019,2180,Portland SD 1J,862,James John,swd,66,19
2019,2180,Portland SD 1J,862,James John,historically_underserved,180,51.9
2019,2180,Portland SD 1J,862,James John,hispanic,119,34.3
2019,2180,Portland SD 1J,862,James John,black,25,7.2
2019,2180,Portland SD 1J,862,James John,multi,25,7.2
2019,2180,Portland SD 1J,864,Kelly,all,498,100
2019,2180,Portland SD 1J,864,Kelly,combined_underserved,391,78.5
2019,2180,Portland SD 1J,864,Kelly,direct_cert,209,42
2019,2180,Portland SD 1J,864,Kelly,lep,190,38.2
2019,2180,Portland SD 1J,864,Kelly,swd,83,16.7
2019,2180,Portland SD 1J,864,Kelly,historically_underserved,161,32.3
2019,2180,Portland SD 1J,864,Kelly,hispanic,77,15.5
2019,2180,Portland SD 1J,864,Kelly,black,42,8.4
2019,2180,Portland SD 1J,864,Kelly,multi,32,6.4
2019,2180,Portland SD 1J,868,Laurelhurst,all,692,100
2019,2180,Portland SD 1J,868,Laurelhurst,combined_underserved,164,23.7
