district_id,district_name,school_id,school_name,school_year,min_grade,max_grade,all_grades,grades_served,school_level
1990,Oakland SD 1,268,Oakland High School,2019,9,12,"9, 10, 11, 12",9-12,HS
1990,Oakland SD 1,268,Oakland High School,2022,9,12,"9, 10, 11, 12",9-12,HS
1990,Oakland SD 1,268,Oakland High School,2023,9,12,"9, 10, 11, 12",9-12,HS
1990,Oakland SD 1,268,Oakland High School,2024,9,12,"9, 10, 11, 12",9-12,HS
1990,Oakland SD 1,268,Oakland High School,2025,9,12,"9, 10, 11, 12",9-12,HS
1990,Oakland SD 1,268,Oakland High School,2026,9,12,"9, 10, 11, 12",9-12,HS
1991,Douglas County SD 4,269,Eastwood Elementary School,2019,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,269,Eastwood Elementary School,2022,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,269,Eastwood Elementary School,2023,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,269,Eastwood Elementary School,2024,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,269,Eastwood Elementary School,2025,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,269,Eastwood Elementary School,2026,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,270,Fir Grove Elementary School,2019,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,270,Fir Grove Elementary School,2022,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,270,Fir Grove Elementary School,2023,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,270,Fir Grove Elementary School,2024,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,270,Fir Grove Elementary School,2025,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,270,Fir Grove Elementary School,2026,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,271,Fullerton IV Elementary School,2019,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,271,Fullerton IV Elementary School,2022,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,271,Fullerton IV Elementary School,2023,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,271,Fullerton IV Elementary School,2024,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,271,Fullerton IV Elementary School,2025,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,271,Fullerton IV Elementary School,2026,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,272,Green Elementary School,2019,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,272,Green Elementary School,2022,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,272,Green Elementary School,2023,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,272,Green Elementary School,2024,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,272,Green Elementary School,2025,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,272,Green Elementary School,2026,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,273,Hucrest Elementary School,2019,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,273,Hucrest Elementary School,2022,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,273,Hucrest Elementary School,2023,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,273,Hucrest Elementary School,2024,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,273,Hucrest Elementary School,2025,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,273,Hucrest Elementary School,2026,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,274,Melrose Elementary School,2019,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,274,Melrose Elementary School,2022,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,274,Melrose Elementary School,2023,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,274,Melrose Elementary School,2024,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,274,Melrose Elementary School,2025,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,274,Melrose Elementary School,2026,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,276,Sunnyslope Elementary School,2019,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,276,Sunnyslope Elementary School,2022,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,276,Sunnyslope Elementary School,2023,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,276,Sunnyslope Elementary School,2024,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,276,Sunnyslope Elementary School,2025,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,276,Sunnyslope Elementary School,2026,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,277,Winchester Elementary,2019,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,277,Winchester Elementary,2022,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,277,Winchester Elementary,2023,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,277,Winchester Elementary,2024,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,277,Winchester Elementary,2025,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,277,Winchester Elementary,2026,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,278,John C Fremont Middle School,2019,6,8,"6, 7, 8",6-8,MS
1991,Douglas County SD 4,278,John C Fremont Middle School,2022,6,8,"6, 7, 8",6-8,MS
1991,Douglas County SD 4,278,John C Fremont Middle School,2023,6,8,"6, 7, 8",6-8,MS
1991,Douglas County SD 4,278,John C Fremont Middle School,2024,6,8,"6, 7, 8",6-8,MS
1991,Douglas County SD 4,278,John C Fremont Middle School,2025,6,8,"6, 7, 8",6-8,MS
1991,Douglas County SD 4,278,John C Fremont Middle School,2026,6,8,"6, 7, 8",6-8,MS
1991,Douglas County SD 4,279,Joseph Lane Middle School,2019,6,8,"6, 7, 8",6-8,MS
1991,Douglas County SD 4,279,Joseph Lane Middle School,2022,6,8,"6, 7, 8",6-8,MS
1991,Douglas County SD 4,279,Joseph Lane Middle School,2023,6,8,"6, 7, 8",6-8,MS
1991,Douglas County SD 4,279,Joseph Lane Middle School,2024,6,8,"6, 7, 8",6-8,MS
1991,Douglas County SD 4,279,Joseph Lane Middle School,2025,6,8,"6, 7, 8",6-8,MS
1991,Douglas County SD 4,279,Joseph Lane Middle School,2026,6,8,"6, 7, 8",6-8,MS
1991,Douglas County SD 4,280,Roseburg High School,2019,9,12,"9, 10, 11, 12",9-12,HS
1991,Douglas County SD 4,280,Roseburg High School,2022,9,12,"9, 10, 11, 12",9-12,HS
1991,Douglas County SD 4,280,Roseburg High School,2023,9,12,"9, 10, 11, 12",9-12,HS
1991,Douglas County SD 4,280,Roseburg High School,2024,9,12,"9, 10, 11, 12",9-12,HS
1991,Douglas County SD 4,280,Roseburg High School,2025,9,12,"9, 10, 11, 12",9-12,HS
1991,Douglas County SD 4,280,Roseburg High School,2026,9,12,"9, 10, 11, 12",9-12,HS
1991,Douglas County SD 4,4391,Phoenix School,2019,8,12,"8, 9, 10, 11, 12",8-12,Other
1991,Douglas County SD 4,4391,Phoenix School,2022,8,12,"8, 9, 10, 11, 12",8-12,Other
1991,Douglas County SD 4,4391,Phoenix School,2023,8,12,"8, 9, 10, 11, 12",8-12,Other
1991,Douglas County SD 4,4391,Phoenix School,2024,8,12,"8, 9, 10, 11, 12",8-12,Other
1991,Douglas County SD 4,4391,Phoenix School,2025,8,12,"8, 9, 10, 11, 12",8-12,Other
1991,Douglas County SD 4,4511,Phoenix School of Roseburg - Deer Creek,2019,7,12,"7, 8, 9, 10, 11, 12",7-12,Other
1991,Douglas County SD 4,4511,Phoenix School of Roseburg - Deer Creek,2022,9,11,"9, 11",9-11,Other
1991,Douglas County SD 4,4511,Phoenix School of Roseburg - Deer Creek,2023,10,12,"10, 11, 12",10-12,Other
1991,Douglas County SD 4,5398,Rose School,2019,9,12,"9, 10, 11, 12",9-12,HS
1991,Douglas County SD 4,5670,Roseburg Virtual School,2022,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1991,Douglas County SD 4,5670,Roseburg Virtual School,2023,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1991,Douglas County SD 4,5670,Roseburg Virtual School,2024,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1991,Douglas County SD 4,5670,Roseburg Virtual School,2025,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1992,Glide SD 12,282,Glide Elementary School,2019,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
1992,Glide SD 12,282,Glide Elementary School,2022,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
1992,Glide SD 12,282,Glide Elementary School,2023,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
1992,Glide SD 12,282,Glide Elementary School,2024,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
1992,Glide SD 12,282,Glide Elementary School,2025,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
1992,Glide SD 12,282,Glide Elementary School,2026,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
1992,Glide SD 12,284,Glide Middle School,2019,7,8,"7, 8",7-8,MS
1992,Glide SD 12,284,Glide Middle School,2022,7,8,"7, 8",7-8,MS
1992,Glide SD 12,284,Glide Middle School,2023,7,8,"7, 8",7-8,MS
1992,Glide SD 12,284,Glide Middle School,2024,7,8,"7, 8",7-8,MS
1992,Glide SD 12,284,Glide Middle School,2025,7,8,"7, 8",7-8,MS
1992,Glide SD 12,284,Glide Middle School,2026,7,8,"7, 8",7-8,MS
1992,Glide SD 12,285,Glide High School,2019,9,12,"9, 10, 11, 12",9-12,HS
1992,Glide SD 12,285,Glide High School,2022,9,12,"9, 10, 11, 12",9-12,HS
1992,Glide SD 12,285,Glide High School,2023,9,12,"9, 10, 11, 12",9-12,HS
1992,Glide SD 12,285,Glide High School,2024,9,12,"9, 10, 11, 12",9-12,HS
1992,Glide SD 12,285,Glide High School,2025,9,12,"9, 10, 11, 12",9-12,HS
1992,Glide SD 12,285,Glide High School,2026,9,12,"9, 10, 11, 12",9-12,HS
1993,Douglas County SD 15,3348,Days Creek Charter School,2019,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1993,Douglas County SD 15,3348,Days Creek Charter School,2022,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1993,Douglas County SD 15,3348,Days Creek Charter School,2023,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1993,Douglas County SD 15,3348,Days Creek Charter School,2024,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1993,Douglas County SD 15,3348,Days Creek Charter School,2025,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1993,Douglas County SD 15,3348,Days Creek Charter School,2026,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1994,South Umpqua SD 19,289,Canyonville School,2019,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1994,South Umpqua SD 19,289,Canyonville School,2022,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1994,South Umpqua SD 19,289,Canyonville School,2023,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1994,South Umpqua SD 19,289,Canyonville School,2024,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1994,South Umpqua SD 19,289,Canyonville School,2025,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1994,South Umpqua SD 19,289,Canyonville School,2026,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1994,South Umpqua SD 19,290,Myrtle Creek Elementary School,2019,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1994,South Umpqua SD 19,290,Myrtle Creek Elementary School,2022,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1994,South Umpqua SD 19,290,Myrtle Creek Elementary School,2023,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1994,South Umpqua SD 19,290,Myrtle Creek Elementary School,2024,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1994,South Umpqua SD 19,290,Myrtle Creek Elementary School,2025,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1994,South Umpqua SD 19,290,Myrtle Creek Elementary School,2026,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1994,South Umpqua SD 19,291,Coffenberry Middle School,2019,6,8,"6, 7, 8",6-8,MS
1994,South Umpqua SD 19,291,Coffenberry Middle School,2022,6,8,"6, 7, 8",6-8,MS
1994,South Umpqua SD 19,291,Coffenberry Middle School,2023,6,8,"6, 7, 8",6-8,MS
1994,South Umpqua SD 19,291,Coffenberry Middle School,2024,6,8,"6, 7, 8",6-8,MS
1994,South Umpqua SD 19,291,Coffenberry Middle School,2025,6,8,"6, 7, 8",6-8,MS
1994,South Umpqua SD 19,291,Coffenberry Middle School,2026,6,8,"6, 7, 8",6-8,MS
1994,South Umpqua SD 19,292,Tri City Elementary School,2019,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1994,South Umpqua SD 19,292,Tri City Elementary School,2022,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1994,South Umpqua SD 19,292,Tri City Elementary School,2023,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1994,South Umpqua SD 19,292,Tri City Elementary School,2024,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1994,South Umpqua SD 19,292,Tri City Elementary School,2025,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1994,South Umpqua SD 19,292,Tri City Elementary School,2026,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
1994,South Umpqua SD 19,293,South Umpqua High School,2019,9,12,"9, 10, 11, 12",9-12,HS
1994,South Umpqua SD 19,293,South Umpqua High School,2022,9,12,"9, 10, 11, 12",9-12,HS
1994,South Umpqua SD 19,293,South Umpqua High School,2023,9,12,"9, 10, 11, 12",9-12,HS
1994,South Umpqua SD 19,293,South Umpqua High School,2024,9,12,"9, 10, 11, 12",9-12,HS
1994,South Umpqua SD 19,293,South Umpqua High School,2025,9,12,"9, 10, 11, 12",9-12,HS
1994,South Umpqua SD 19,293,South Umpqua High School,2026,9,12,"9, 10, 11, 12",9-12,HS
1994,South Umpqua SD 19,5200,Washington School for the Blind,2022,8,8,8,8-8,Other
1994,South Umpqua SD 19,5200,Washington School for the Blind,2023,6,9,"6, 9",6-9,Other
1994,South Umpqua SD 19,5200,Washington School for the Blind,2024,7,10,"7, 10",7-10,Other
1994,South Umpqua SD 19,5200,Washington School for the Blind,2025,8,11,"8, 11",8-11,Other
1994,South Umpqua SD 19,5200,Washington School for the Blind,2026,9,12,"9, 12",9-12,HS
1994,South Umpqua SD 19,5669,South Umpqua Online Academy,2022,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1994,South Umpqua SD 19,5669,South Umpqua Online Academy,2023,2,12,"2, 4, 5, 9, 10, 11, 12",2-12,Other
1994,South Umpqua SD 19,5669,South Umpqua Online Academy,2024,9,12,"9, 10, 11, 12",9-12,HS
1995,Camas Valley SD 21J,3400,Camas Valley School,2019,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1995,Camas Valley SD 21J,3400,Camas Valley School,2022,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1995,Camas Valley SD 21J,3400,Camas Valley School,2023,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1995,Camas Valley SD 21J,3400,Camas Valley School,2024,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1995,Camas Valley SD 21J,3400,Camas Valley School,2025,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1995,Camas Valley SD 21J,3400,Camas Valley School,2026,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1996,North Douglas SD 22,296,North Douglas Elementary School,2019,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1996,North Douglas SD 22,296,North Douglas Elementary School,2022,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1996,North Douglas SD 22,296,North Douglas Elementary School,2023,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1996,North Douglas SD 22,296,North Douglas Elementary School,2024,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1996,North Douglas SD 22,296,North Douglas Elementary School,2025,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1996,North Douglas SD 22,296,North Douglas Elementary School,2026,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1996,North Douglas SD 22,297,North Douglas High School,2019,9,12,"9, 10, 11, 12",9-12,HS
1996,North Douglas SD 22,297,North Douglas High School,2022,9,12,"9, 10, 11, 12",9-12,HS
1996,North Douglas SD 22,297,North Douglas High School,2023,9,12,"9, 10, 11, 12",9-12,HS
1996,North Douglas SD 22,297,North Douglas High School,2024,9,12,"9, 10, 11, 12",9-12,HS
1996,North Douglas SD 22,297,North Douglas High School,2025,9,12,"9, 10, 11, 12",9-12,HS
1996,North Douglas SD 22,297,North Douglas High School,2026,9,12,"9, 10, 11, 12",9-12,HS
1997,Yoncalla SD 32,299,Yoncalla Elementary School,2019,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1997,Yoncalla SD 32,299,Yoncalla Elementary School,2022,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1997,Yoncalla SD 32,299,Yoncalla Elementary School,2023,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1997,Yoncalla SD 32,299,Yoncalla Elementary School,2024,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1997,Yoncalla SD 32,299,Yoncalla Elementary School,2025,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1997,Yoncalla SD 32,299,Yoncalla Elementary School,2026,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
1997,Yoncalla SD 32,300,Yoncalla High School,2019,9,12,"9, 10, 11, 12",9-12,HS
1997,Yoncalla SD 32,300,Yoncalla High School,2022,9,12,"9, 10, 11, 12",9-12,HS
1997,Yoncalla SD 32,300,Yoncalla High School,2023,9,12,"9, 10, 11, 12",9-12,HS
1997,Yoncalla SD 32,300,Yoncalla High School,2024,9,12,"9, 10, 11, 12",9-12,HS
1997,Yoncalla SD 32,300,Yoncalla High School,2025,9,12,"9, 10, 11, 12",9-12,HS
1997,Yoncalla SD 32,300,Yoncalla High School,2026,9,12,"9, 10, 11, 12",9-12,HS
1998,Elkton SD 34,302,Elkton Charter School,2019,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1998,Elkton SD 34,302,Elkton Charter School,2022,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1998,Elkton SD 34,302,Elkton Charter School,2023,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1998,Elkton SD 34,302,Elkton Charter School,2024,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1998,Elkton SD 34,302,Elkton Charter School,2025,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1998,Elkton SD 34,302,Elkton Charter School,2026,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
1999,Riddle SD 70,304,Riddle Elementary School,2019,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
1999,Riddle SD 70,304,Riddle Elementary School,2022,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
1999,Riddle SD 70,304,Riddle Elementary School,2023,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
1999,Riddle SD 70,304,Riddle Elementary School,2024,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
1999,Riddle SD 70,304,Riddle Elementary School,2025,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
1999,Riddle SD 70,304,Riddle Elementary School,2026,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
1999,Riddle SD 70,305,Riddle High School,2019,7,12,"7, 8, 9, 10, 11, 12",7-12,Other
1999,Riddle SD 70,305,Riddle High School,2022,7,12,"7, 8, 9, 10, 11, 12",7-12,Other
1999,Riddle SD 70,305,Riddle High School,2023,7,12,"7, 8, 9, 10, 11, 12",7-12,Other
1999,Riddle SD 70,305,Riddle High School,2024,7,12,"7, 8, 9, 10, 11, 12",7-12,Other
1999,Riddle SD 70,305,Riddle High School,2025,7,12,"7, 8, 9, 10, 11, 12",7-12,Other
1999,Riddle SD 70,305,Riddle High School,2026,7,12,"7, 8, 9, 10, 11, 12",7-12,Other
2000,Glendale SD 77,306,Glendale Elementary School,2019,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
2000,Glendale SD 77,306,Glendale Elementary School,2022,K,8,"k, 1, 2, 3, 4, 5, 6, 7, 8",K-8,ES/MS
2000,Glendale SD 77,307,Glendale Community Charter School,2019,9,12,"9, 10, 11, 12",9-12,HS
2000,Glendale SD 77,307,Glendale Community Charter School,2022,9,12,"9, 10, 11, 12",9-12,HS
2000,Glendale SD 77,307,Glendale Community Charter School Pre-K-12,2023,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
2000,Glendale SD 77,307,Glendale Community Charter School Pre-K-12,2024,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
2000,Glendale SD 77,307,Glendale Community Charter School Pre-K-12,2025,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
2000,Glendale SD 77,307,Glendale Community Charter School Pre-K-12,2026,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
2001,Reedsport SD 105,309,Highland Elementary School,2019,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
2001,Reedsport SD 105,310,Reedsport Community Charter School,2019,7,12,"7, 8, 9, 10, 11, 12",7-12,Other
2001,Reedsport SD 105,310,Reedsport Community Charter School,2022,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
2001,Reedsport SD 105,310,Reedsport Community Charter School,2023,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
2001,Reedsport SD 105,310,Reedsport Community Charter School,2024,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
2001,Reedsport SD 105,310,Reedsport Community Charter School,2025,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
2001,Reedsport SD 105,310,Reedsport Community Charter School,2026,K,12,"k, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",K-12,K-12
2002,Winston-Dillard SD 116,311,McGovern Elementary School,2019,4,6,"4, 5, 6",4-6,ES
2002,Winston-Dillard SD 116,311,McGovern Elementary School,2022,4,6,"4, 5, 6",4-6,ES
2002,Winston-Dillard SD 116,311,McGovern Elementary School,2023,3,5,"3, 4, 5",3-5,ES
2002,Winston-Dillard SD 116,311,McGovern Elementary School,2024,3,5,"3, 4, 5",3-5,ES
2002,Winston-Dillard SD 116,311,McGovern Elementary School,2025,3,5,"3, 4, 5",3-5,ES
2002,Winston-Dillard SD 116,311,McGovern Elementary School,2026,3,5,"3, 4, 5",3-5,ES
2002,Winston-Dillard SD 116,313,Lookingglass Elementary School,2019,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
2002,Winston-Dillard SD 116,313,Lookingglass Elementary School,2022,K,6,"k, 1, 2, 3, 4, 5, 6",K-6,ES
2002,Winston-Dillard SD 116,313,Lookingglass Elementary School,2023,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
2002,Winston-Dillard SD 116,313,Lookingglass Elementary School,2024,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
2002,Winston-Dillard SD 116,313,Lookingglass Elementary School,2025,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
2002,Winston-Dillard SD 116,313,Lookingglass Elementary School,2026,K,5,"k, 1, 2, 3, 4, 5",K-5,ES
2002,Winston-Dillard SD 116,315,Winston Middle School,2019,7,8,"7, 8",7-8,MS
2002,Winston-Dillard SD 116,315,Winston Middle School,2022,7,8,"7, 8",7-8,MS
2002,Winston-Dillard SD 116,315,Winston Middle School,2023,6,8,"6, 7, 8",6-8,MS
2002,Winston-Dillard SD 116,315,Winston Middle School,2024,6,8,"6, 7, 8",6-8,MS
2002,Winston-Dillard SD 116,315,Winston Middle School,2025,6,8,"6, 7, 8",6-8,MS
2002,Winston-Dillard SD 116,315,Winston Middle School,2026,6,8,"6, 7, 8",6-8,MS
2002,Winston-Dillard SD 116,316,Douglas High School,2019,9,12,"9, 10, 11, 12",9-12,HS
2002,Winston-Dillard SD 116,316,Douglas High School,2022,9,12,"9, 10, 11, 12",9-12,HS
2002,Winston-Dillard SD 116,316,Douglas High School,2023,9,12,"9, 10, 11, 12",9-12,HS
2002,Winston-Dillard SD 116,316,Douglas High School,2024,9,12,"9, 10, 11, 12",9-12,HS
2002,Winston-Dillard SD 116,316,Douglas High School,2025,9,12,"9, 10, 11, 12",9-12,HS
2002,Winston-Dillard SD 116,316,Douglas High School,2026,9,12,"9, 10, 11, 12",9-12,HS
2002,Winston-Dillard SD 116,3624,Brockway Elementary School,2019,K,3,"k, 1, 2, 3",K-3,ES
2002,Winston-Dillard SD 116,3624,Brockway Elementary School,2022,K,3,"k, 1, 2, 3",K-3,ES
2002,Winston-Dillard SD 116,3624,Brockway Elementary School,2023,K,2,"k, 1, 2",K-2,ES
2002,Winston-Dillard SD 116,3624,Brockway Elementary School,2024,K,2,"k, 1, 2",K-2,ES
2002,Winston-Dillard SD 116,3624,Brockway Elementary School,2025,K,2,"k, 1, 2",K-2,ES
