school_yr,location,district_id,district_name,school_id,school_name,school_type,grade_band,virtual_status,governance,adm,total_expenditures,per_pupil_exp,fed_per_pupil_exp,state_local_per_pupil_exp,direct_classroom_expenditures,classroom_support,building_support,central_support,other_expenditures,esd_direct_support,school_expenditures,district_expenditures,general_fund,special_state_and_local_revenue_funds,special_federal_revenue_funds,special_revenue_funds,trust_and_agency_funds,internal_service_funds,enterprise_funds,esd_general_fund,esd_special_revenue_funds,esd_internal,source_file,school_year
19-20,Umatilla SD 6R-Umatilla High School,2204,Umatilla SD 6R,1033,Umatilla High School,Regular,High School,Focus Virtual,Public,394,6232348.4533202397,15818.1432825387,0,15818.1432825387,3240147.2209699498,1217618.21437442,1360058.8564527801,235085.86335022401,179438.29817286399,158934.006780386,4274648.7699999996,1798765.67653986,4896520.2389144199,0,0,1176894.2076254301,0,0,0,158934.006780386,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Milton-Freewater Unified SD 7-Central Middle School,2205,Milton-Freewater Unified SD 7,1057,Central Middle School,Regular,Junior High/Middle School,Not Virtual,Public,405.19,4986855.5246193102,12307.4496523095,0,12307.4496523095,2841475.5966117498,790514.08054685104,972233.64836041594,214748.13717195799,167884.06192833601,187232.98568193999,3603468.93,1196153.6089373699,4264263.3557646098,0,0,535359.18317275995,0,0,0,187232.98568193999,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Milton-Freewater Unified SD 7-McLoughlin High School,2205,Milton-Freewater Unified SD 7,1064,McLoughlin High School,Regular,High School,Supplemental Virtual,Public,471.22,6141510.1852847096,13033.2120565441,0,13033.2120565441,2833307.9135410301,1667484.58450131,1191341.52060439,249743.619531998,199632.54710597699,217744.58282051401,4532686.0999999996,1391079.5024641999,5028518.47504282,0,0,895247.12742137699,0,0,0,217744.58282051401,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Milton-Freewater Unified SD 7-Ferndale Elementary School,2205,Milton-Freewater Unified SD 7,5296,Ferndale Elementary School,Regular,Elementary,Not Virtual,Public,267.36,3793461.6758837099,14188.590948098799,0,14188.590948098799,2173148.1617145399,619407.04964660096,748430.97215736005,141699.10894714799,110776.383418051,123543.550067681,2880649.81,789268.31581602804,3237717.11721372,0,0,432201.008602307,0,0,0,123543.550067681,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Milton-Freewater Unified SD 7-Gib Olinger Elementary School,2205,Milton-Freewater Unified SD 7,5434,Gib Olinger Elementary School,Regular,Elementary,Not Virtual,Public,503.66,7810312.9442122504,15507.1138152965,0,15507.1138152965,5298934.1881326605,854055.51530523296,1181703.0788778199,266936.61434889497,208683.54754763399,232734.68142986301,6090733.2599999998,1486845.00278239,6723315.4019788401,0,0,854262.86080355395,0,0,0,232734.68142986301,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hermiston SD 8-Highland Hills Elementary School,2206,Hermiston SD 8,1034,Highland Hills Elementary School,Regular,Elementary,Supplemental Virtual,Public,462.21,5378522.0190962404,11636.533218875,0,11636.533218875,3032323.2210437199,1038032.00363123,911651.57591890695,182684.61060800901,213830.607894368,192192.11055768901,3153573.95,2032755.95853855,4776849.0683139795,0,0,409480.84022456699,0,0,0,192192.11055768901,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hermiston SD 8-Rocky Heights Elementary School,2206,Hermiston SD 8,1036,Rocky Heights Elementary School,Regular,Elementary,Supplemental Virtual,Public,495.1,5631486.9465672504,11374.443438835,0,11374.443438835,3214634.2585384301,1015933.48615158,976188.70128112996,195684.10616824601,229046.394427861,205868.14205039301,3248215.73,2177403.0745168598,4983393.4905262804,0,0,442225.31399057398,0,0,0,205868.14205039301,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hermiston SD 8-Sunset Elementary School,2206,Hermiston SD 8,1037,Sunset Elementary School,Regular,Elementary,Supplemental Virtual,Public,615,7152342.81788297,11629.825720134901,0,11629.825720134901,4242402.5014121104,1170257.37885119,1212094.05079558,243073.57158851001,284515.31523557799,255723.909030482,4191906.95,2704711.9588524899,6354422.4929724596,0,0,542196.41588003002,0,0,0,255723.909030482,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hermiston SD 8-West Park Elementary School,2206,Hermiston SD 8,1038,West Park Elementary School,Regular,Elementary,Supplemental Virtual,Public,555.39,6718340.9459569501,12096.618495033999,0,12096.618495033999,4007353.9526781598,1139583.3987801,1094952.2256316401,219513.22101551699,256938.147851524,230937.40136006399,4044850.74,2442552.8045968902,5995955.6314043496,0,0,491447.91319253697,0,0,0,230937.40136006399,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hermiston SD 8-Armand Larive Middle School,2206,Hermiston SD 8,1039,Armand Larive Middle School,Regular,Junior High/Middle School,Supplemental Virtual,Public,807.84,8797510.5868464801,10890.1646202793,0,10890.1646202793,4705066.0320773302,1807762.0782256001,1591662.3036460199,319291.95784075197,373728.21505676297,335908.94743282098,4908797.5599999996,3552804.0794136599,7565300.4002245096,0,0,896301.23918914399,0,0,0,335908.94743282098,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hermiston SD 8-Hermiston High School,2206,Hermiston SD 8,1040,Hermiston High School,Regular,High School,Supplemental Virtual,Public,1591.63,20150173.1532497,12660.086297223401,0,12660.086297223401,9985427.6069352105,5646810.7171774302,3134799.2113552499,629078.355686864,754057.26209496404,661817.63468322996,12488516.99,6999838.5285665002,16662784.269266101,0,0,2825571.2493003798,0,0,0,661817.63468322996,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hermiston SD 8-Sandstone Middle School,2206,Hermiston SD 8,1333,Sandstone Middle School,Regular,Junior High/Middle School,Supplemental Virtual,Public,568.76,7211706.9503530404,12679.7013685087,0,12679.7013685087,3996840.9338184502,1606049.9549460199,1120894.9961087699,224797.600937693,263123.46454209299,236496.797561263,4473857.3499999996,2501352.8027917799,6374525.06989564,0,0,600685.08289614005,0,0,0,236496.797561263,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hermiston SD 8-Hermiston SD 8,2206,Hermiston SD 8,2206,Hermiston SD 8,District,District,NA,Public,1,4813.7168583462999,4813.7168583462999,0,4813.7168583462999,1050.55206733676,936.23905504258698,1969.05762730989,395.24157981871599,462.626528838338,415.81123419590602,0,4397.9056241504004,3534.38133816661,0,0,863.52428598378901,0,0,0,415.81123419590602,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hermiston SD 8-Desert View Elementary School,2206,Hermiston SD 8,3426,Desert View Elementary School,Regular,Elementary,Supplemental Virtual,Public,574.86,6531855.7731889496,11362.515696324201,0,11362.515696324201,3794536.3714292101,1111040.6431817799,1133124.6976353601,227208.57457458699,265945.48636800703,239033.246089858,3764642.5,2528180.0270990902,5787410.3160584504,0,0,505412.21104064101,0,0,0,239033.246089858,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Pendleton SD 16-McKay Creek Elementary School,2207,Pendleton SD 16,1047,McKay Creek Elementary School,Regular,Elementary,Not Virtual,Public,256.04000000000002,3253447.3947347901,12706.7934492063,0,12706.7934492063,2023602.97758637,576983.03865693405,520392.89353284601,124198.25657907499,8270.2283795620406,129761.640248175,2506221.29,617464.46448661794,2875629.0643698298,0,0,248056.690116788,0,0,0,129761.640248175,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Pendleton SD 16-Sherwood Heights Elementary School,2207,Pendleton SD 16,1048,Sherwood Heights Elementary School,Regular,Elementary,Not Virtual,Public,440.52,5549498.8736953996,12597.6093564319,0,12597.6093564319,3558858.4310230799,838956.59449911199,923770.17455198197,213684.64297849601,14229.0306427303,223256.51367804201,4263887.08,1062355.2800173601,4995378.4176823804,0,0,330863.94233497698,0,0,0,223256.51367804201,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Pendleton SD 16-Washington Elementary School,2207,Pendleton SD 16,1049,Washington Elementary School,Regular,Elementary,Not Virtual,Public,430.79,5311068.3508854099,12328.671396470199,0,12328.671396470199,3260843.73943733,903986.362720359,923358.62587453099,208964.87639314099,13914.746460051199,218325.32808354701,4053852.55,1038890.47280186,4733759.5567840096,0,0,358983.466017853,0,0,0,218325.32808354701,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Pendleton SD 16-Sunridge Middle School,2207,Pendleton SD 16,1051,Sunridge Middle School,Regular,Junior High/Middle School,Not Virtual,Public,731.79,7962749.4285325501,10881.194643999699,0,10881.194643999699,4696192.68316916,1374169.66501272,1513777.8294215801,354972.04414154601,23637.206787531999,370872.79611471598,5827096.4400000004,1764780.19241783,6805744.2247191695,0,0,786132.40769865795,0,0,0,370872.79611471598,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Pendleton SD 16-Pendleton High School,2207,Pendleton SD 16,1052,Pendleton High School,Regular,High School,Not Virtual,Public,797.25469826765595,10526369.0302814,13203.269987814399,0,13203.269987814399,5291189.0542826699,2758327.3238526201,2063873.6566544999,386727.24408029899,26251.751411312001,404050.45048732602,8199664.1299999999,1922654.4497940899,8583987.0316610504,0,0,1538331.5481330301,0,0,0,404050.45048732602,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Pendleton SD 16-Pendleton SD 16,2207,Pendleton SD 16,2207,Pendleton SD 16,District,District,NA,Public,0.65,1896.9573819622501,2918.3959722496202,0,2918.3959722496202,280.01115423817902,372.67992355494101,907.97308739396306,315.29787055303399,20.995346222134501,329.42144259222698,0,1567.5359393700201,1148.9729274347301,0,0,418.56301193529202,0,0,0,329.42144259222698,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Pendleton SD 16-Hawthorne Alternative High School,2207,Pendleton SD 16,4116,Hawthorne Alternative High School,Alternative,High School,Not Virtual,Public,47.599803921568601,138915.076044577,2918.3959722496202,0,2918.3959722496202,20505.3477501376,27291.525056492901,66491.293732329097,23089.4104849424,1537.4990206754601,24123.686269154201,0,114791.389775423,84139.824703206206,0,0,30651.565072217101,0,0,0,24123.686269154201,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Pendleton SD 16-Nixyaawii Community School,2207,Pendleton SD 16,4202,Nixyaawii Community School,Charter,High School,Not Virtual,Public,88.855497810774693,277533.44692319998,3123.42459117421,0,3123.42459117421,56495.6592344663,50945.630971624298,124120.616429502,43101.4603794879,2870.0799081189698,45032.1634939629,18217.919999999998,214283.36342923701,175283.399135871,0,0,57217.8842933657,0,0,0,45032.1634939629,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Pendleton SD 16-Pendleton Early Learning Center,2207,Pendleton SD 16,5287,Pendleton Early Learning Center,Regular,Elementary,Not Virtual,Public,247.9,3622919.0415206798,14614.437440583601,0,14614.437440583601,2276984.29636253,574243.39930656902,643434.28671532799,120249.757092457,8007.3020437956202,125636.27018248101,2899448.68,597834.09133819898,2548751.2880170299,0,0,948531.48332116695,0,0,0,125636.27018248101,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Athena-Weston SD 29RJ-Athena Elementary School,2208,Athena-Weston SD 29RJ,1053,Athena Elementary School,Regular,Elementary,Not Virtual,Public,134.63,1743146.5668290199,12947.6830337148,0,12947.6830337148,1062341.5670247199,218494.268504957,371395.96249202703,55217.630055417103,35697.138751895101,67660.996026523499,1199157.78,476327.79080250202,1484162.2881928401,0,0,191323.28260965701,0,0,0,67660.996026523499,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Athena-Weston SD 29RJ-Weston Middle School,2208,Athena-Weston SD 29RJ,1055,Weston Middle School,Regular,Junior High/Middle School,Not Virtual,Public,249.05,2785095.76601031,11182.878000442901,0,11182.878000442901,1617442.8391154101,356420.32846958103,643050.74318160396,102146.258377045,66035.596866667795,125165.052814422,1778779.14,881151.57319589402,2501382.1044969698,0,0,158548.608698917,0,0,0,125165.052814422,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Athena-Weston SD 29RJ-Weston-McEwen High School,2208,Athena-Weston SD 29RJ,1056,Weston-McEwen High School,Regular,High School,Not Virtual,Public,190.15,2887334.6071606502,15184.5101612445,0,15184.5101612445,1670505.2938598499,531753.81302546,521605.93432636798,77988.801567537404,85480.764381436995,95563.681159054002,2119010.5499999998,672760.37600160297,2419424.1273101699,0,0,372346.79869142402,0,0,0,95563.681159054002,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Stanfield SD 61-Stanfield Elementary School,2209,Stanfield SD 61,1060,Stanfield Elementary School,Regular,Elementary,Not Virtual,Public,220.65,2689985.6684602499,12191.1881643338,0,12191.1881643338,1563057.7979605999,436184.08298644598,521656.23213186301,151253.61501837801,17833.940362967998,99233.349951183001,2049154.99,541597.32850907405,2235707.61916494,0,0,355044.69934413,0,0,0,99233.349951183001,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Stanfield SD 61-Stanfield Secondary School,2209,Stanfield SD 61,1061,Stanfield Secondary School,Regular,Combined,Supplemental Virtual,Public,301.70999999999998,3231795.78153974,10711.5965050536,0,10711.5965050536,1552536.5320393899,699910.23701355304,728079.40786813595,206819.52498162101,44450.0796370319,135688.620048816,2355543.69,740563.47149092495,2818974.9508350501,0,0,277132.21065586898,0,0,0,135688.620048816,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Ukiah SD 80R-Ukiah Charter School,2210,Ukiah SD 80R,3432,Ukiah Charter School,Regular,Combined,Not Virtual,Public,28.31,1071281.3600000001,37841.093606499402,0,37841.093606499402,512419.61,80679.33,320234.18,133804.24,24144,14019.27,0,1057262.0900000001,928398.01,0,0,128864.08,0,0,0,14019.27,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,La Grande SD 1-Central Elementary School,2212,La Grande SD 1,1066,Central Elementary School,Regular,Elementary,Not Virtual,Public,471.3,5758265.5649920003,12217.834850396701,0,12217.834850396701,3341838.2094555502,1046659.72944642,936904.45039324905,214717.42676749299,218145.74892927901,246613.31834788201,3799797.92,1711854.32664411,4891976.48012859,0,0,619675.76651552797,0,0,0,246613.31834788201,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,La Grande SD 1-Greenwood Elementary School,2212,La Grande SD 1,1068,Greenwood Elementary School,Regular,Elementary,Not Virtual,Public,293.14,3895247.17824094,13288.009750429601,0,13288.009750429601,2252349.6299431301,794350.89222899405,581886.53229594103,130727.448531769,135932.675241096,153388.983960318,2677116.04,1064742.1542806199,3097813.0486592301,0,0,643795.14562139101,250,0,0,153388.983960318,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,La Grande SD 1-Island City Elementary School,2212,La Grande SD 1,1069,Island City Elementary School,Regular,Elementary,Not Virtual,Public,307.16000000000003,3733802.6180155799,12155.8881951282,0,12155.8881951282,2084826.2127561299,779757.08744783304,588174.08799488703,138773.26240505601,142271.96741166399,160725.11534847299,2457411.9500000002,1115665.5526671,3158695.47277126,0,0,414282.02989583998,100,0,0,160725.11534847299,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,La Grande SD 1-La Grande Middle School,2212,La Grande SD 1,1072,La Grande Middle School,Regular,Junior High/Middle School,Not Virtual,Public,533.12,6334646.1265375204,11882.214373007,0,11882.214373007,3426803.39258677,1411723.9332002499,1010533.95957362,238705.10922445499,246879.73195242399,278961.36702232697,4119288.03,1936396.72951519,5115813.8793586902,0,0,939750.88015649898,120,0,0,278961.36702232697,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,La Grande SD 1-La Grande High School,2212,La Grande SD 1,1073,La Grande High School,Regular,High School,Supplemental Virtual,Public,655.16508251694995,8278331.3960342901,12635.489309398699,0,12635.489309398699,3801966.1470905701,2549776.5632854998,1257428.1168036,330272.37378995097,338888.19506465702,342822.90486986801,5555820.0099999998,2379688.48116442,6169174.0647432404,0,0,1754352.7064211699,11981.72,0,0,342822.90486986801,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,La Grande SD 1-La Grande SD 1,2212,La Grande SD 1,2212,La Grande SD 1,District,District,NA,Public,40.434917483049901,168025.62617966201,4155.4586144536397,0,4155.4586144536397,19528.458167824501,41881.0143909908,69895.462938695695,18004.999281273602,18715.6914008774,21158.050451130301,0,146867.575728531,121197.274338969,0,0,25670.301389562501,0,0,0,21158.050451130301,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Union SD 5-Union Elementary School,2213,Union SD 5,1074,Union Elementary School,Regular,Elementary,Not Virtual,Public,199.74,2303815.9456642601,11534.0740245532,0,11534.0740245532,1360167.15047322,228848.851809752,478141.41321342898,157403.310776978,79255.2193908872,83743.424557953593,1352740.46,867332.061106315,1973906.5124268499,0,0,246166.00867945599,0,0,0,83743.424557953593,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Union SD 5-Union High School,2213,Union SD 5,1075,Union High School,Regular,High School,Supplemental Virtual,Public,175.56,2178577.0143357301,12409.301744906101,0,12409.301744906101,1240638.7595267701,341399.14819024701,388529.83678657003,138348.47922302099,69660.790609112693,73605.665442046302,1342636.23,762335.11889368505,1943619.0975731399,0,0,161352.251320543,0,0,0,73605.665442046302,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,North Powder SD 8J-North Powder Charter School,2214,North Powder SD 8J,3365,North Powder Charter School,Charter,Combined,Supplemental Virtual,Public,269.31,4954273.87,18396.174928520999,0,18396.174928520999,2704214.44,634293.79,946252.86,369312.12,300200.65999999997,137795.15,2652732.2799999998,2163746.44,4083550.25,0,0,732928.47,0,0,0,137795.15,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Imbler SD 11-Imbler Charter School,2215,Imbler SD 11,1079,Imbler Charter School,Charter,Combined,Not Virtual,Public,293.57,5233282.16,17826.352011445299,0,17826.352011445299,2572091.6,650417.31000000006,847306.13,292220.89,871246.23,141700.45000000001,25669.2399999999,5065912.47,4695046.0999999996,0,0,396535.61,0,0,0,141700.45000000001,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Cove SD 15-Cove Charter School,2216,Cove SD 15,3434,Cove Charter School,Charter,Combined,Not Virtual,Public,284.77,6079424.8899999997,21348.5440530954,0,21348.5440530954,2415175.81,493723.25,857211.64,402969.44,1910344.75,143814.74,2479499.5699999998,3456110.58,5432884.6299999999,0,0,502725.52,0,0,0,143814.74,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Elgin SD 23-Stella Mayfield Elementary School,2217,Elgin SD 23,1082,Stella Mayfield Elementary School,Regular,Elementary,Supplemental Virtual,Public,234.93,2919752.5105200899,12428.1807794666,0,12428.1807794666,1710662.47937983,328424.21998794301,695693.27565693296,138447.229171991,46525.306323391102,109197.619965519,1822510.13,988044.76055457699,2415996.9039158002,0,0,394557.98663877702,0,0,0,109197.619965519,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Elgin SD 23-Elgin High School,2217,Elgin SD 23,1083,Elgin High School,Regular,High School,Supplemental Virtual,Public,179.8,2511288.0594799002,13967.119351945999,0,13967.119351945999,1420870.02062016,416226.48001205601,532437.96434306598,105958.42082800801,35795.1736766088,83572.690034480198,1671530.77,756184.59944542195,2099835.8860841901,0,0,327879.48336122202,0,0,0,83572.690034480198,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,NA-Region 18 ESD,2218,Region 18 ESD,2218,Region 18 ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Joseph SD 6-Imnaha Elementary School,2219,Joseph SD 6,1084,Imnaha Elementary School,Regular,Elementary,Not Virtual,Public,7.31,182840.57827581,25012.3910090028,0,25012.3910090028,140442.908952678,13097.124157638,21253.8387441825,3692.1139197289499,4354.5925015823304,5654.1604858706496,132099.9,45086.517789940001,165439.013730593,0,0,11747.4040593469,0,0,0,5654.1604858706496,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Joseph SD 6-Joseph Charter School,2219,Joseph SD 6,1087,Joseph Charter School,Charter,Combined,Supplemental Virtual,Public,261.27999999999997,4000718.6517241802,15311.9972892077,0,15311.9972892077,2346433.2510473202,563492.34584236203,759672.09125581698,131966.556080271,199154.40749841699,202095.62951412899,2187103.8199999998,1611519.2022100601,3378737.6962694,0,0,419885.32594065298,0,0,0,202095.62951412899,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Wallowa SD 12-Wallowa Elementary School,2220,Wallowa SD 12,1088,Wallowa Elementary School,Regular,Elementary,Not Virtual,Public,88.04,1793248.2646598199,20368.562751701698,0,20368.562751701698,1094219.4384953899,224536.038531372,360130.43791344803,87490.530166119905,26871.819553486399,94071.438656226805,957403.78,741773.04600359697,1520338.3216231,0,0,178838.50438048801,0,0,0,94071.438656226805,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Wallowa SD 12-Wallowa High School,2220,Wallowa SD 12,1089,Wallowa High School,Regular,High School,Supplemental Virtual,Public,100.98,1951451.5053401701,19325.128791247502,0,19325.128791247502,1035389.9915046,372380.84146862698,413061.92208655103,100349.76983388,30268.980446513498,107897.931343773,992755.73,850797.84399640199,1592118.7483768901,0,0,251434.82561951099,0,0,0,107897.931343773,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Enterprise SD 21-Enterprise Elementary School,2221,Enterprise SD 21,1090,Enterprise Elementary School,Regular,Elementary,Not Virtual,Public,203.41,2807001.6310235802,13799.7228800136,0,13799.7228800136,1733815.5277154599,361700.21471708402,510201.31366479403,121110.12615100401,80174.448775240206,229578.60384475201,1410656.53,1166766.49717883,2278720.3237142102,0,0,298702.70346461999,0,0,0,229578.60384475201,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Enterprise SD 21-Enterprise High School,2221,Enterprise SD 21,1091,Enterprise High School,Regular,High School,Not Virtual,Public,197.24,3328912.0489764102,16877.469321518998,0,16877.469321518998,1969823.94228453,606581.19528291503,494725.46633520501,117436.513848995,140344.931224759,222614.836155247,1974922.04,1131375.1728211599,2816655.0062857801,0,0,289642.20653537998,0,0,0,222614.836155247,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Troy SD 54-Troy Elementary School,2222,Troy SD 54,1092,Troy Elementary School,Regular,Elementary,Not Virtual,Public,3,177188.8,59062.933333333298,0,59062.933333333298,115655.08,0,38934.699999999997,22599.02,0,3700,173488.8,0,169352.03,0,0,4136.7700000000004,0,0,0,3700,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,NA-Columbia Gorge ESD,2223,Columbia Gorge ESD,2223,Columbia Gorge ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,South Wasco County SD 1-South Wasco County Elementary School,2225,South Wasco County SD 1,1108,South Wasco County Elementary School,Regular,Elementary,Not Virtual,Public,122.16,2072603.0652345701,16966.298831324199,0,16966.298831324199,944913.96563631506,197199.863991013,631808.28314523504,167321.03609884999,131359.916363155,60259.895863618302,857284.80999999901,1155058.3593709499,1722196.05443372,0,0,286111.169384168,4035.94555305933,0,0,60259.895863618302,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,South Wasco County SD 1-South Wasco County Middle/High School,2225,South Wasco County SD 1,1109,South Wasco County Middle/High School,Regular,High School,Supplemental Virtual,Public,104.85,2570977.7147654202,24520.531375922001,0,24520.531375922001,1246021.45436368,469958.91600898601,593031.86685476406,143611.74390114899,118353.733636844,51721.104136381597,1527869.34,991387.27062904695,2247757.13556627,0,0,268035.42061583098,3464.05444694066,0,0,51721.104136381597,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Dufur SD 29-Dufur School,2229,Dufur SD 29,3402,Dufur School,Regular,Combined,Supplemental Virtual,Public,330.76,5923823.5800000001,17909.733885596801,0,17909.733885596801,3061020.3,1030598.8,1232807.96,300654.71999999997,298741.8,95034,5215953.62,612835.96,5060113.62,0,0,732448.31,36227.65,0,0,95034,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,NA-Northwest Regional ESD,2230,Northwest Regional ESD,2230,Northwest Regional ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hillsboro SD 1J-Lenox Elementary School,2239,Hillsboro SD 1J,1110,Lenox Elementary School,Regular,Elementary,Not Virtual,Public,488.26376237623703,6091124.5936377896,12475.0699580777,0,12475.0699580777,3513307.5163209699,1234749.30024255,1059329.0175842401,177370.28179272299,106368.477697294,215394.36556848601,4124776.76,1750953.4680693001,5399890.1687898897,0,0,475840.05927941599,0,0,0,215394.36556848601,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hillsboro SD 1J-West Union Elementary School,2239,Hillsboro SD 1J,1111,West Union Elementary School,Regular,Elementary,Not Virtual,Public,365.16623762376202,4940660.7141317502,13529.894620822501,0,13529.894620822501,2935244.4992823801,986456.48854852596,809343.19164116995,130064.907454215,79551.627205456694,161090.697571353,3470054.26,1309515.7565603999,4420149.3952743998,0,0,359420.62128599698,0,0,0,161090.697571353,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hillsboro SD 1J-Brookwood Elementary School,2239,Hillsboro SD 1J,1112,Brookwood Elementary School,Regular,Elementary,Not Virtual,Public,345.63,4951180.3074415997,14325.088410848601,0,14325.088410848601,2970478.1378466701,895942.62531169795,880119.829700478,129344.065428705,75295.649154046507,152472.414108975,3559250.67,1239457.22333263,4425121.68609838,0,0,373586.20723424701,0,0,0,152472.414108975,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hillsboro SD 1J-W Verne McKinney Elementary School,2239,Hillsboro SD 1J,1114,W Verne McKinney Elementary School,Regular,Elementary,Not Virtual,Public,457.43,6146238.7473798897,13436.4574850357,0,13436.4574850357,3726074.6968171299,1066884.1097012099,1089800.6399149001,163827.97209053699,99651.328856104796,201792.25294641199,4304065.4000000004,1640381.0944334799,5211798.2592228204,0,0,732648.23521066399,0,0,0,201792.25294641199,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hillsboro SD 1J-Eastwood Elementary School,2239,Hillsboro SD 1J,1115,Eastwood Elementary School,Regular,Elementary,Not Virtual,Public,438.03,5826518.6101991897,13301.642833137401,0,13301.642833137401,3438646.9082301301,1060690.1517660001,1072665.7605395899,159090.75943186501,95425.030231597397,193234.06982077399,4062473.42,1570811.12037841,4880247.5052280603,0,0,753037.03515035601,0,0,0,193234.06982077399,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hillsboro SD 1J-Minter Bridge Elementary School,2239,Hillsboro SD 1J,1116,Minter Bridge Elementary School,Regular,Elementary,Not Virtual,Public,435.97,5364322.1175294798,12304.3377239935,0,12304.3377239935,3064611.2365657301,1026081.06036669,1023541.636575,155111.92570625301,94976.258315799205,192325.31429300099,3608573.01,1563423.7932364801,4703302.0451543899,0,0,468694.758082096,0,0,0,192325.31429300099,0,0,2019-20 School Level Spending Report.xlsx,2020
19-20,Hillsboro SD 1J-Mooberry Elementary School,2239,Hillsboro SD 1J,1117,Mooberry Elementary School,Regular,Elementary,Not Virtual,Public,420.44,5699623.5095389504,13556.330295735301,0,13556.330295735301,3321648.7392123202,1041358.16646804,1095276.66382249,149746.89912433701,91593.040911747594,185474.35635789001,4006417.2,1507731.95318106,4760902.4311523996,0,0,753246.72202866396,0,0,0,185474.35635789001,0,0,2019-20 School Level Spending Report.xlsx,2020
