school_yr,location,district_id,district_name,school_id,school_name,school_type,grade_band,virtual_status,governance,adm,total_expenditures,per_pupil_exp,fed_per_pupil_exp,state_local_per_pupil_exp,direct_classroom_expenditures,classroom_support,building_support,central_support,other_expenditures,esd_direct_support,school_expenditures,district_expenditures,general_fund,special_state_and_local_revenue_funds,special_federal_revenue_funds,special_revenue_funds,trust_and_agency_funds,internal_service_funds,enterprise_funds,esd_general_fund,esd_special_revenue_funds,esd_internal,source_file,school_year
21-22,Knappa SD 4-Hilda Lahti Elementary School,2262,Knappa SD 4,166,Hilda Lahti Elementary School,Regular,Elementary,Not Virtual,Public,323.66000000000003,6335438.8530359799,19574.364620391701,1038.23114890279,18536.133471488902,2989117.01896537,837699.04350407398,1344278.16437744,286158.218775674,878186.40741342702,62799.434985571199,3295311.53,2977327.88805041,4660405.1083347397,1002271.7616215399,336033.89365387801,273928.65444024699,0,0,0,62799.434985571199,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,Knappa SD 4-Knappa High School,2262,Knappa SD 4,169,Knappa High School,Regular,High School,Supplemental Virtual,Public,146.62,3253186.0511262901,22187.8737629674,662.81596304932202,21525.0577999181,1380486.75136903,724280.28498599504,620603.63229629898,129631.45905236799,398183.92342259298,28448.535987098901,1875989.4,1348748.1151391901,2530118.8750992999,581501.91083220101,97182.076502291602,15934.652705398001,0,0,0,28448.535987098901,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,Knappa SD 4-Knappa SD 4,2262,Knappa SD 4,2262,Knappa SD 4,District,District,NA,Public,1,9392.9658377185497,9392.9658377185497,449.86984382957002,8943.0959938889791,2221.4196655915798,768.78150993040197,2805.3333262603901,884.132171957222,2713.2991639789502,194.029027329825,0,9198.9368103887191,7598.0265659480501,1151.1275462569999,449.86984382957002,-8.7145645900526203E-2,0,0,0,194.029027329825,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,Ione SD R2-Ione Community Charter School,3997,Ione SD R2,3363,Ione Community Charter School,Charter,Combined,Supplemental Virtual,Public,128.16999999999999,3442202.07,26856.534836545201,717.01771085277301,26139.5171256924,1548663.47,935247.24,819576.08,78477.22,60238.06,83722.17,24434.9899999999,3334044.91,2603745.4300000002,567033.86,91900.160000000003,95800.45,0,0,0,83722.17,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,North Wasco County SD 21-Chenowith Elementary School,4131,North Wasco County SD 21,1093,Chenowith Elementary School,Regular,Elementary,Not Virtual,Public,330.80745098039199,6360115.5780496802,19226.034840511002,1674.9033368375101,17551.1315036735,3667283.5704146302,1174177.7150210801,1183562.5359072899,240779.17676685299,94312.579939814997,0,4994174.78,1365940.79804968,4775508.8128352603,823849.40961066203,554070.50349777099,206686.85210598499,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,North Wasco County SD 21-Mosier Community School,4131,North Wasco County SD 21,1095,Mosier Community School,Charter,Elementary,Not Virtual,Public,174.70254901960701,1006725.07673268,5762.5093759776701,888.86772651781098,4873.6416494598598,369288.939467574,111411.167808404,349059.83799241501,127157.764455871,49807.367008422698,0,285358.8,721366.276732689,716088.80021770997,93974.292321501503,155287.45756392501,41374.526629552602,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,North Wasco County SD 21-Colonel Wright Elementary School,4131,North Wasco County SD 21,1097,Colonel Wright Elementary School,Regular,Elementary,Not Virtual,Public,261.37,4354104.4916074201,16658.7767976715,2052.4508501385299,14606.325947533,2427314.4886956001,813257.744129183,848777.24135223206,190238.92371542301,74516.093714982693,0,3274878.66,1079225.83160742,3258859.56900586,424058.00279462198,536449.07870070904,134737.84110622399,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,North Wasco County SD 21-Dry Hollow Elementary School,4131,North Wasco County SD 21,1098,Dry Hollow Elementary School,Regular,Elementary,Not Virtual,Public,434.04,6571649.2871289197,15140.653596739699,1439.3762331258499,13701.277363613801,3658872.1426699199,1165853.1500609501,1307262.71817853,315917.29138555401,123743.984833956,0,4779449.8,1792199.4871289199,5085399.1083575198,630092.56615900097,624746.86022594699,231410.75238644701,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,North Wasco County SD 21-The Dalles Middle School,4131,North Wasco County SD 21,1100,The Dalles Middle School,Regular,Junior High/Middle School,Supplemental Virtual,Public,589.34673267326696,8371297.4385875398,14204.3672671526,1032.46833763885,13171.8989295138,4397649.9362403098,1529188.7323884401,1847479.37491931,428957.75383159402,168021.64120786599,0,5937819.1600000001,2433478.2785875299,6728942.50850573,720260.88000487396,608481.84137605794,313612.20870087598,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,North Wasco County SD 21-The Dalles High School,4131,North Wasco County SD 21,1101,The Dalles High School,Regular,High School,Supplemental Virtual,Public,732.05241474813897,12704032.009091999,17353.992355127699,1113.87294843219,16240.119406695499,6616920.7958224397,2843245.2433290798,2497688.50358776,532826.50451452995,213350.961838205,0,9681306.0800000001,3022725.9290920198,9622797.5796749797,1977722.53953684,815413.38162241399,288098.50825778698,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,North Wasco County SD 21-North Wasco County SD 21,4131,North Wasco County SD 21,4131,North Wasco County SD 21,District,District,NA,Public,174.33240924092399,719837.92837419,4129.1113425696303,717.53548112143403,3411.5758614481902,106931.20484636701,87996.235610560907,348320.28993254399,126888.35712863,49701.840856086797,0,0,719837.92837419,459686.18188001699,93775.190339549707,125089.68913974499,41286.867014877498,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,North Wasco County SD 21-Innovations Academy,4131,North Wasco County SD 21,5250,Innovations Academy,Charter,High School,Supplemental Virtual,Public,25.218443337669399,104129.76042752,4129.1113425696303,717.53548112143403,3411.5758614481902,15468.371843127101,12729.291652284401,50387.0481299034,18355.318201540402,7189.7306006647796,0,0,104129.76042752,66496.929522898397,13565.2592329456,18095.127873428199,5972.4437982479503,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Clackamas ESD,1902,Clackamas ESD,1902,Clackamas ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80265532.629999995,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-South Coast ESD,1949,South Coast ESD,1949,South Coast ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28525667.280000001,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-High Desert ESD,1975,High Desert ESD,1975,High Desert ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51296502.479999997,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Douglas ESD,1980,Douglas ESD,1980,Douglas ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53302734.909999996,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-North Central ESD,2004,North Central ESD,2004,North Central ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4538029.6100000003,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Grant ESD,2007,Grant ESD,2007,Grant ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3381864.44,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Harney ESD Region XVII,2013,Harney ESD Region XVII,2013,Harney ESD Region XVII,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4627631.59,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Southern Oregon ESD,2025,Southern Oregon ESD,2025,Southern Oregon ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50740651.350000001,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Jefferson ESD,2049,Jefferson ESD,2049,Jefferson ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2265064.94,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Lake ESD,2058,Lake ESD,2058,Lake ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294632.63,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Lane ESD,2064,Lane ESD,2064,Lane ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56056443.649999999,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Linn Benton Lincoln ESD,2098,Linn Benton Lincoln ESD,2098,Linn Benton Lincoln ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52924218.140000001,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Malheur ESD Region 14,2106,Malheur ESD Region 14,2106,Malheur ESD Region 14,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10643896.59,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Willamette ESD,2117,Willamette ESD,2117,Willamette ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135978869.66999999,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Multnomah ESD,2148,Multnomah ESD,2148,Multnomah ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72916373.719999999,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-InterMountain ESD,2200,InterMountain ESD,2200,InterMountain ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44566332.350000001,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Region 18 ESD,2218,Region 18 ESD,2218,Region 18 ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5708580.8600000003,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Columbia Gorge ESD,2223,Columbia Gorge ESD,2223,Columbia Gorge ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10172773.93,2021-22 School Level Spending Report.xlsx,2022
21-22,NA-Northwest Regional ESD,2230,Northwest Regional ESD,2230,Northwest Regional ESD,ESD,ESD,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178621046.06999999,2021-22 School Level Spending Report.xlsx,2022
21-22,North Bend SD 13-Kairos - Coastline,1966,North Bend SD 13,4603,Kairos - Coastline,Long-term Care and Treatment,NA,NA,Public,0,18068.900000000001,0,0,0,18068.900000000001,0,0,0,0,0,18068.900000000001,0,0,18068.900000000001,0,0,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,Medford SD 549C-5-6 School at Oakdale,2048,Medford SD 549C,5511,5-6 School at Oakdale,Regular,Elementary,Supplemental Virtual,Public,0,15855.73,0,0,0,12000,3458.11,0,0,397.62,0,15855.73,0,15458.11,0,397.62,0,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,Three Rivers/Josephine County SD-New Bridge High School,2055,Three Rivers/Josephine County SD,2260,New Bridge High School,Youth Corrections,Youth Corrections,Supplemental Virtual,Public,0,1513347.09,0,0,0,1161185.77,287713.63,8972.89,0,55474.8,0,1513347.09,0,0,1503925.45,9421.64,0,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,Willamette ESD-Willamette Career Academy,2117,Willamette ESD,5658,Willamette Career Academy,NA,NA,Not Virtual,Public,0,2226313.19,0,0,0,1163041.45,463140.4,437417,162714.34,0,0,2226313.19,0,0,2226313.19,0,0,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,Multnomah ESD-Helensview High School,2148,Multnomah ESD,1298,Helensview High School,Alternative,Combined,Supplemental Virtual,Public,0,2416176.2799999998,0,0,0,1531046.31,762003.80999999901,104626.16,0,18500,0,2416176.2799999998,0,1995930.02,419947.26,299,0,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,Multnomah ESD-The Creeks,2148,Multnomah ESD,3168,The Creeks,Alternative,Combined,Supplemental Virtual,Public,0,9629879.6999999993,0,0,0,5281712.49,3416618.42,758348.79,0,173200,0,9629879.6999999993,0,4306358.51,5273047.8899999997,50473.299999999901,0,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
21-22,Tigard-Tualatin SD 23J-Janus Youth Programs--Cordero House,2242,Tigard-Tualatin SD 23J,2273,Janus Youth Programs--Cordero House,Long-term Care and Treatment,NA,NA,Public,0,293373.95,0,0,0,248450.32,43499.65,1423.98,0,0,0,293373.95,0,3434.81,0,0,289939.14,0,0,0,0,0,0,2021-22 School Level Spending Report.xlsx,2022
22-23,Baker SD 5J-Baker Middle School,1894,Baker SD 5J,1,Baker Middle School,Regular,Junior High/Middle School,Supplemental Virtual,Public,223.38392156862699,4960761.9341871198,22207.3365860536,757.08842579924897,21450.248160254399,1701896.9283159601,858119.02895625995,1918889.35338536,90682.733297121202,391173.89023241203,104340.64865564401,3855275.04,1001146.24553147,2666515.8188412399,1945387.42865126,169121.38152925501,39444.7831020304,13281.176182854,0,22670.697224826301,104340.64865564401,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Baker SD 5J-Brooklyn Primary School,1894,Baker SD 5J,2,Brooklyn Primary School,Regular,Elementary,Not Virtual,Public,274.92,5552557.2172566196,20196.992642429101,1521.6330205904601,18675.359621838699,2960277.7706955401,1140180.1635054201,856690.89068827895,113988.22055050499,481420.17181686999,128412.693836593,4192027.53,1232116.99342003,4270884.6272280496,517901.985868508,418327.35002072901,172784.36313763101,16345.227223833501,0,27900.969941269799,128412.693836593,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Baker SD 5J-Haines Elementary School,1894,Baker SD 5J,4,Haines Elementary School,Regular,Elementary,Not Virtual,Public,152.06,2215077.7005595798,14567.1294262763,757.08842579924897,13810.0410004771,1201983.0801890099,350605.48230115901,333878.06493983598,62334.515125526697,266276.558004049,71025.877436317198,1462560.08,681491.74312327197,1870087.7508602401,76498.446548688196,115122.866027033,57869.906708527102,9040.6491039434295,0,15432.2038748344,71025.877436317198,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Baker SD 5J-Keating Elementary School,1894,Baker SD 5J,5,Keating Elementary School,Regular,Elementary,Not Virtual,Public,19.84,390794.74550113198,19697.315801468299,757.08842579924897,18940.227375669099,234221.71030481401,70840.345320629902,43008.973039631303,7981.33283763284,34742.383998423902,9267.0880464062502,292610.15000000002,88917.507454726496,351460.64360033697,8349.9724459159206,15020.634367857099,3503.3161350597002,1179.57699738417,0,2013.5139081725299,9267.0880464062502,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Baker SD 5J-South Baker Intermediate School,1894,Baker SD 5J,7,South Baker Intermediate School,Regular,Elementary,Not Virtual,Public,275.36,4254722.14820523,15451.489498130501,1380.5674714122599,14070.922026718299,2093450.0623756901,982514.06070003298,581894.54097746406,114672.815915855,482190.66823618999,128618.213934396,2892014.98,1234088.9542708399,3238086.3222272499,315593.93378565501,380153.05892808101,147953.60764869099,16371.3871975658,0,27945.624483588101,128618.213934396,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Baker SD 5J-Baker High School,1894,Baker SD 5J,8,Baker High School,Regular,High School,Supplemental Virtual,Public,485.41934652725899,11088094.5344356,22842.300402241901,1267.2063718009999,21575.094030440901,5756485.4748355104,2915667.8947489602,1212031.1422415699,199169.00359174801,1004741.01901784,226735.071758926,8685841.4000000004,2175518.0626767101,7880509.3211695598,2087741.6541983499,615126.488914822,199857.59815317899,28860.357623428001,0,49264.042617371902,226735.071758926,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Baker SD 5J-Eagle Cap Innovative Jr/Sr High School,1894,Baker SD 5J,3493,Eagle Cap Innovative Jr/Sr High School,Alternative,High School,Focus Virtual,Public,68.41,915779.52930607297,13386.6324997233,1264.24556656814,12122.3869331551,451463.32008832501,241585.108371184,74515.637461753096,27861.811462825699,120353.651921984,31953.704297109402,577230.73,306595.09500896302,715230.56021668599,59018.447072838098,86487.039208926595,12079.730685455301,4067.2813705167,0,6942.7664545404696,31953.704297109402,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Baker SD 5J-Baker Web Academy,1894,Baker SD 5J,4728,Baker Web Academy,Charter,Combined,Focus Virtual,Public,2499.3314698417998,12368742.408753401,4948.8203377586997,757.08842579924897,4191.7319119594504,1951021.7708888201,2313228.9458652898,2722398.4461845099,1005443.3635270901,4376649.8822877603,1167415.5639202499,0,11201326.844833201,7628499.2698042896,837036.99921968195,1892214.9280530501,441328.03755843098,148596.467271359,0,253651.1429264,1167415.5639202499,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Baker SD 5J-Baker Early College,1894,Baker SD 5J,4759,Baker Early College,Charter,High School,Supplemental Virtual,Public,448.425262062309,2219176.05685873,4948.8203377587097,757.08842579924897,4191.7319119594604,350048.58677487401,415035.10389737098,488447.511424158,180394.72123598901,785250.13352634199,209455.46299214801,0,2009720.5938665799,1368690.7180905601,150179.574122152,339497.575743369,79182.230642704802,26660.8933555781,0,45509.6019122164,209455.46299214801,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Baker SD 5J-Baker Early Learning Center,1894,Baker SD 5J,5509,Baker Early Learning Center,Regular,Elementary,Not Virtual,Public,86.99,430497.88118163001,4948.8203377586997,757.08842579924897,4191.7319119594504,67905.912399991197,80512.644452701701,94753.914673262698,34994.765299681501,152330.644355992,40632.257517987797,0,389865.62366364198,265512.261773857,29133.330028741198,65859.122160276602,15360.5579933892,5171.9457158492596,0,8828.4059915286598,40632.257517987797,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Baker SD 5J-Baker Virtual Academy,1894,Baker SD 5J,5604,Baker Virtual Academy,Regular,Elementary,NA,Public,34.21,439429.273754725,12845.053310573599,1078.6318341593701,11766.4214764142,276394.873131436,52102.871880985404,37263.264984162699,13762.167156019101,59906.096602121099,15979.1876042115,270130.13,153319.956150513,362917.39618787903,12086.1180582048,36899.995046592303,6040.7482348988096,2033.9379576871199,0,3471.89066525113,15979.1876042115,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Huntington SD 16J-Huntington School,1895,Huntington SD 16J,3351,Huntington School,Charter,Combined,Supplemental Virtual,Public,84.25,3019618.67,35841.171157270001,0,35841.171157270001,1195372.74,606619.34,861061.04,267597.90000000002,88967.65,83063.73,0,2936554.94,2193418.11,57228.75,0,685494.35,0,413.73,0,83063.73,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Burnt River SD 30J-Burnt River School,1896,Burnt River SD 30J,3347,Burnt River School,Charter,Combined,Supplemental Virtual,Public,26.5,1573350.26,59371.707924528302,0,59371.707924528302,426686.94,166073.06,719246.22,232677.04,28667,27167.26,1546183,0,1356477,0,0,189706,0,0,0,27167.26,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Pine Eagle SD 61-Pine Eagle Charter School,1897,Pine Eagle SD 61,15,Pine Eagle Charter School,Charter,Combined,Supplemental Virtual,Public,189.67,5109935.2699999996,26941.188748879598,0,26941.188748879598,2328951.0299999998,643387.87,1454329.81,243776.47,439490.09,139009.95000000001,1443291.62,3527633.7,3834038.7,0,0,1136886.6200000001,0,0,0,139009.95000000001,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Monroe SD 1J-Monroe High School,1898,Monroe SD 1J,43,Monroe High School,Regular,High School,Supplemental Virtual,Public,116.99,2702234.66288658,23097.9969474877,1035.9586874843201,22062.038260003301,1261584.9104019301,476410.634203895,682868.59223979304,156332.699278616,125037.82676234101,64440.8584908146,1639167.63,998626.17439577205,2101555.3619029499,328036.001327587,121196.80684879101,87005.634316438605,0,0,0,64440.8584908146,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Monroe SD 1J-Monroe Grade School,1898,Monroe SD 1J,1321,Monroe Grade School,Regular,Elementary,Not Virtual,Public,262.42,4315526.0071134102,16445.110918045099,2630.3569588873102,13814.753959157801,1905995.8995980599,472056.62579610402,1137163.9377601999,348835.95072138298,451473.59323765797,144547.14150918499,1930962.79,2240016.0756042199,2849837.79809704,484984.64867241197,690258.27315120795,145898.14568356099,0,0,0,144547.14150918499,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Alsea SD 7J-Alsea Charter School,1899,Alsea SD 7J,17,Alsea Charter School,Charter,Combined,Supplemental Virtual,Public,468.87,11148822,23778.066414997698,440.34167253183102,23337.7247424659,5484037,2096349,2181970,978853,407613,184549,4108557,6855716,9366703,913917,206463,477190,0,0,0,184549,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Philomath SD 17J-Blodgett Elementary School,1900,Philomath SD 17J,18,Blodgett Elementary School,Regular,Elementary,Not Virtual,Public,29.664455445544501,556524.72497960099,18760.658728464401,479.75475696695298,18280.903971497501,342303.40472316102,58978.965577727002,121645.838041454,14809.7708378851,18786.745799373399,13709.654495926299,435571.6,107243.470483675,495331.67136549199,18791.163795754601,14231.6636128342,11497.1702827644,2848.33729726008,115.064129568963,0,13709.654495926299,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Philomath SD 17J-Philomath Elementary School,1900,Philomath SD 17J,20,Philomath Elementary School,Regular,Elementary,Supplemental Virtual,Public,350.47138613861301,5501581.9165850999,15697.6635873183,1096.21692934969,14601.4466579686,3052084.02492222,1087962.1614194,961332.18458583904,175300.375690088,224903.169967544,161973.02605096201,4072578.46,1267030.43053413,4244417.41005826,575604.62170606002,384192.66673780198,97776.285420957196,36258.478825198799,1359.4277858528701,0,161973.02605096201,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Philomath SD 17J-Philomath Middle School,1900,Philomath SD 17J,21,Philomath Middle School,Regular,Junior High/Middle School,Supplemental Virtual,Public,330.51306930692999,5147702.7337573897,15574.8840569356,358.28215683570699,15216.6019000999,2766175.8931150702,1118522.9319029599,893784.27459372103,165390.046320305,203829.58782532599,152749.13759681801,3800076.83,1194876.7661605701,4075304.0014462098,681494.13790214597,118416.935333676,92208.212932766299,26248.296182490802,1282.01236327365,0,152749.13759681801,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Philomath SD 17J-Philomath High School,1900,Philomath SD 17J,22,Philomath High School,Regular,High School,Supplemental Virtual,Public,436.582871287128,8215037.2996642496,18816.673396839298,418.04882041229598,18398.624576426999,3873859.76517556,2446852.7956677298,1358823.8008794701,218402.73928041101,317098.19866106898,201770.10615190599,6434924.9799999902,1578342.2135123501,6379024.3838715199,1277725.1417795401,182512.95435379699,121800.104434169,50511.167298808999,1693.4417745031401,0,201770.10615190599,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Philomath SD 17J-Philomath SD 17J,1900,Philomath SD 17J,1900,Philomath SD 17J,District,District,NA,Public,1,4077.3755379274198,4077.3755379274198,144.10490766235401,3933.2706302650699,331.83669058855401,932.30855454253299,1727.86714846481,499.24296992646998,586.12017440504997,462.15763242623302,0,3615.2179055011902,2526.0861944036601,613.33247222939804,144.10490766235401,278.98507349837098,48.830402429573198,3.87885527783203,0,462.15763242623302,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Philomath SD 17J-Clemens Primary School,1900,Philomath SD 17J,3162,Clemens Primary School,Regular,Elementary,Not Virtual,Public,167.38,3106797.8675382901,18561.344650127201,1531.8986703580099,17029.445979769102,1719408.5852707101,583344.56585932896,547804.82331004099,83799.438306292504,172440.454791917,77355.944515502997,2424326.75,605115.17302278895,2430711.7872192799,279325.81920175598,256409.19944452401,46696.5216021573,15649.3527586619,649.24279640352495,0,77355.944515502997,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Philomath SD 17J-Kings Valley Charter School,1900,Philomath SD 17J,3440,Kings Valley Charter School,Charter,Combined,Supplemental Virtual,Public,194.835544554455,1259090.5532851,6462.3247065331898,280.56209293005202,6181.7626136031404,473849.94231396902,207926.56491707099,362451.68678889697,97270.275910607394,117592.08335456,90044.733983763101,464672.87,704372.94930134295,739118.69927812996,307242.76621974498,54663.468157364397,54356.208717619898,12908.938048179099,755.73888030432795,0,90044.733983763101,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Philomath SD 17J-Philomath Academy,1900,Philomath SD 17J,5492,Philomath Academy,Alternative,Combined,Focus Virtual,Public,76.662673267326696,1013791.46865232,13224.0557946261,179.48261997539299,13044.573174650701,723282.18778870103,71573.206101227901,132462.914652106,38273.300684482798,48199.859425802897,35430.239572693601,701208.96,277152.269079627,757749.92056667199,178156.79692276401,13759.617452337399,21387.7415360667,7009.7891869704499,297.36341481568297,0,35430.239572693601,0,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Corvallis SD 509J-Adams Elementary School,1901,Corvallis SD 509J,27,Adams Elementary School,Regular,Elementary,Not Virtual,Public,383.89,7121659.6288616899,18551.3027921063,1508.3082544495401,17042.994537656701,3799091.6531868102,1411663.6267877701,1413055.1572859299,275140.27197119698,222708.919629977,197042.764215729,3157950.9,3766665.9646459599,5474064.4641795103,550584.87334046594,579024.45580063504,225067.64197256701,25435.289728099699,70440.139624686999,0,196090.40250612199,952.36170960653806,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Corvallis SD 509J-Cheldelin Middle School,1901,Corvallis SD 509J,28,Cheldelin Middle School,Regular,Junior High/Middle School,Not Virtual,Public,563.88,10304475.673143599,18274.23507332,1132.3257071513899,17141.909366168598,5067699.5884573199,2403636.9577167602,2101869.2263207999,404142.062984497,327127.83766430803,289427.89310991502,4482349.34,5532698.4400337804,7989989.1794319795,915142.89739983296,638495.81974852702,330592.46647605102,37360.835582799402,103466.58139458801,0,288029.00873987901,1398.8843700355101,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Corvallis SD 509J-Garfield Elementary School,1901,Corvallis SD 509J,30,Garfield Elementary School,Regular,Elementary,Not Virtual,Public,372.56,7415767.3761275699,19904.894181145501,2056.4614378811398,17848.4327432643,3931129.3436562,1627792.33164956,1373689.8623708501,267019.87477034901,216135.963680596,191227.31052179501,3569042.21,3655497.8556057699,5595187.3256628597,551726.60089537106,766155.273296998,218425.071487404,24684.601164658699,68361.1930984746,0,190303.056494519,924.25402727607297,0,2022-23 School Level Spending Report.xlsx,2023
22-23,Corvallis SD 509J-Bessie Coleman Elementary School,1901,Corvallis SD 509J,33,Bessie Coleman Elementary School,Regular,Elementary,Not Virtual,Public,342.73237623762299,6269955.3748463802,18294.027088060298,1297.64365320711,16996.3834348532,3283215.4505174798,1275515.9840549801,1266750.1679811899,245641.92662313301,198831.84566958199,175917.41071683701,2731203.88,3362834.08412955,4741931.0130356904,620828.34315121698,444744.49277334497,200937.684616574,22708.320844002199,62888.109708716001,0,175067.15363337201,850.257083464468,0,2022-23 School Level Spending Report.xlsx,2023
